ID,REGISTROCAMARACOMERCIO,APERTURA,CIERRE
34544,34544,7,11
34545,34545,8,10
34546,34546,6,11
34547,34547,6,8
34548,34548,6,8
34549,34549,7,9
34550,34550,7,8
34551,34551,6,10
34552,34552,6,8
34553,34553,8,8
34554,34554,6,11
34555,34555,5,8
34556,34556,8,11
34557,34557,5,10
34558,34558,8,8
34559,34559,8,11
34560,34560,7,9
34561,34561,6,11
34562,34562,7,11
34563,34563,7,11
34564,34564,8,10
34565,34565,6,8
34566,34566,6,11
34567,34567,8,10
34568,34568,7,10
34569,34569,5,12
34570,34570,8,8
34571,34571,5,8
34572,34572,5,11
34573,34573,6,10
34574,34574,7,8
34575,34575,6,11
34576,34576,5,11
34577,34577,6,10
34578,34578,5,10
34579,34579,5,8
34580,34580,6,12
34581,34581,8,8
34582,34582,7,12
34583,34583,5,9
34584,34584,5,9
34585,34585,7,10
34586,34586,8,9
34587,34587,8,8
34588,34588,8,11
34589,34589,6,10
34590,34590,8,10
34591,34591,6,10
34592,34592,8,8
34593,34593,5,11
34594,34594,7,11
34595,34595,7,11
34596,34596,5,10
34597,34597,5,12
34598,34598,7,9
34599,34599,7,9
34600,34600,6,10
34601,34601,8,11
34602,34602,7,11
34603,34603,8,12
34604,34604,7,10
34605,34605,8,10
34606,34606,7,12
34607,34607,8,9
34608,34608,7,11
34609,34609,7,10
34610,34610,7,12
34611,34611,7,10
34612,34612,7,10
34613,34613,7,12
34614,34614,6,8
34615,34615,6,9
34616,34616,6,11
34617,34617,5,12
34618,34618,8,11
34619,34619,5,9
34620,34620,8,8
34621,34621,7,12
34622,34622,7,10
34623,34623,6,11
34624,34624,5,12
34625,34625,5,8
34626,34626,5,12
34627,34627,7,11
34628,34628,7,8
34629,34629,6,11
34630,34630,5,12
34631,34631,7,10
34632,34632,7,11
34633,34633,6,11
34634,34634,6,12
34635,34635,6,12
34636,34636,5,9
34637,34637,6,10
34638,34638,8,10
34639,34639,5,9
34640,34640,6,8
34641,34641,7,9
34642,34642,8,12
34643,34643,5,11
34644,34644,8,10
34645,34645,8,12
34646,34646,7,10
34647,34647,8,9
34648,34648,6,10
34649,34649,6,11
34650,34650,8,11
34651,34651,5,12
34652,34652,7,8
34653,34653,5,9
34654,34654,8,8
34655,34655,8,12
34656,34656,7,9
34657,34657,7,10
34658,34658,5,12
34659,34659,5,11
34660,34660,6,11
34661,34661,7,10
34662,34662,5,9
34663,34663,8,11
34664,34664,7,12
34665,34665,7,9
34666,34666,5,12
34667,34667,6,12
34668,34668,5,11
34669,34669,5,10
34670,34670,7,11
34671,34671,6,8
34672,34672,5,8
34673,34673,5,12
34674,34674,6,10
34675,34675,8,10
34676,34676,8,10
34677,34677,5,10
34678,34678,7,8
34679,34679,5,12
34680,34680,5,9
34681,34681,7,8
34682,34682,8,10
34683,34683,7,8
34684,34684,6,9
34685,34685,5,8
34686,34686,6,9
34687,34687,7,10
34688,34688,5,10
34689,34689,8,10
34690,34690,7,10
34691,34691,8,9
34692,34692,7,10
34693,34693,7,8
34694,34694,7,8
34695,34695,7,12
34696,34696,5,12
34697,34697,5,12
34698,34698,7,11
34699,34699,7,12
34700,34700,5,12
34701,34701,8,12
34702,34702,8,8
34703,34703,7,12
34704,34704,5,10
34705,34705,7,11
34706,34706,7,8
34707,34707,8,9
34708,34708,6,12
34709,34709,7,11
34710,34710,5,9
34711,34711,7,9
34712,34712,6,9
34713,34713,8,11
34714,34714,5,10
34715,34715,6,11
34716,34716,8,8
34717,34717,7,8
34718,34718,8,9
34719,34719,7,12
34720,34720,7,12
34721,34721,5,12
34722,34722,6,9
34723,34723,5,12
34724,34724,6,12
34725,34725,5,11
34726,34726,7,8
34727,34727,8,11
34728,34728,8,12
34729,34729,7,10
34730,34730,8,9
34731,34731,8,8
34732,34732,6,12
34733,34733,7,8
34734,34734,6,10
34735,34735,8,10
34736,34736,8,12
34737,34737,8,10
34738,34738,5,11
34739,34739,7,11
34740,34740,5,9
34741,34741,6,9
34742,34742,8,9
34743,34743,6,9
34744,34744,6,12
34745,34745,5,8
34746,34746,6,10
34747,34747,8,10
34748,34748,6,10
34749,34749,8,12
34750,34750,5,8
34751,34751,6,9
34752,34752,5,10
34753,34753,8,10
34754,34754,8,10
34755,34755,5,8
34756,34756,7,12
34757,34757,5,11
34758,34758,6,12
34759,34759,5,12
34760,34760,7,8
34761,34761,7,9
34762,34762,7,11
34763,34763,8,12
34764,34764,6,12
34765,34765,6,9
34766,34766,5,8
34767,34767,7,10
34768,34768,7,9
34769,34769,7,8
34770,34770,7,12
34771,34771,6,8
34772,34772,6,12
34773,34773,5,12
34774,34774,8,9
34775,34775,7,8
34776,34776,7,8
34777,34777,5,8
34778,34778,7,10
34779,34779,6,12
34780,34780,5,9
34781,34781,6,9
34782,34782,5,8
34783,34783,5,8
34784,34784,6,10
34785,34785,5,12
34786,34786,6,12
34787,34787,6,10
34788,34788,5,12
34789,34789,8,10
34790,34790,7,12
34791,34791,8,12
34792,34792,5,12
34793,34793,6,11
34794,34794,7,12
34795,34795,8,11
34796,34796,5,8
34797,34797,6,12
34798,34798,7,9
34799,34799,6,8
34800,34800,8,8
34801,34801,5,10
34802,34802,8,10
34803,34803,6,9
34804,34804,8,9
34805,34805,5,12
34806,34806,8,11
34807,34807,6,9
34808,34808,5,10
34809,34809,5,9
34810,34810,6,11
34811,34811,8,8
34812,34812,8,11
34813,34813,8,11
34814,34814,8,12
34815,34815,8,10
34816,34816,5,10
34817,34817,6,8
34818,34818,6,10
34819,34819,6,12
34820,34820,6,8
34821,34821,8,9
34822,34822,7,9
34823,34823,8,12
34824,34824,7,11
34825,34825,5,8
34826,34826,7,9
34827,34827,5,12
34828,34828,6,12
34829,34829,7,9
34830,34830,6,12
34831,34831,6,9
34832,34832,6,12
34833,34833,6,12
34834,34834,7,11
34835,34835,8,11
34836,34836,8,9
34837,34837,8,8
34838,34838,7,11
34839,34839,5,12
34840,34840,8,12
34841,34841,6,10
34842,34842,7,11
34843,34843,5,12
34844,34844,6,10
34845,34845,8,11
34846,34846,5,10
34847,34847,6,10
34848,34848,5,11
34849,34849,5,10
34850,34850,7,11
34851,34851,5,9
34852,34852,8,11
34853,34853,7,12
34854,34854,5,11
34855,34855,8,12
34856,34856,7,10
34857,34857,6,8
34858,34858,5,9
34859,34859,6,10
34860,34860,5,8
34861,34861,6,12
34862,34862,5,9
34863,34863,8,9
34864,34864,6,8
34865,34865,5,10
34866,34866,7,11
34867,34867,6,10
34868,34868,7,9
34869,34869,7,11
34870,34870,5,8
34871,34871,8,8
34872,34872,5,11
34873,34873,8,8
34874,34874,6,11
34875,34875,7,12
34876,34876,7,11
34877,34877,8,10
34878,34878,7,8
34879,34879,7,9
34880,34880,5,9
34881,34881,7,8
34882,34882,5,8
34883,34883,7,12
34884,34884,7,8
34885,34885,8,12
34886,34886,8,8
34887,34887,5,12
34888,34888,7,9
34889,34889,7,9
34890,34890,7,12
34891,34891,6,9
34892,34892,8,10
34893,34893,6,12
34894,34894,6,11
34895,34895,8,8
34896,34896,5,8
34897,34897,5,12
34898,34898,6,10
34899,34899,6,9
34900,34900,8,9
34901,34901,8,11
34902,34902,7,10
34903,34903,8,9
34904,34904,5,12
34905,34905,8,8
34906,34906,6,11
34907,34907,6,9
34908,34908,6,9
34909,34909,6,11
34910,34910,7,8
34911,34911,6,9
34912,34912,8,8
34913,34913,7,11
34914,34914,8,8
34915,34915,6,12
34916,34916,8,12
34917,34917,7,10
34918,34918,8,12
34919,34919,8,11
34920,34920,5,10
34921,34921,5,10
34922,34922,6,8
34923,34923,5,12
34924,34924,6,11
34925,34925,8,8
34926,34926,8,8
34927,34927,6,10
34928,34928,5,8
34929,34929,8,9
34930,34930,5,8
34931,34931,7,11
34932,34932,7,9
34933,34933,6,12
34934,34934,7,10
34935,34935,6,11
34936,34936,6,11
34937,34937,8,12
34938,34938,8,12
34939,34939,7,11
34940,34940,6,8
34941,34941,8,11
34942,34942,5,10
34943,34943,7,9
34944,34944,8,10
34945,34945,7,8
34946,34946,5,9
34947,34947,7,12
34948,34948,6,8
34949,34949,6,8
34950,34950,6,8
34951,34951,8,11
34952,34952,7,11
34953,34953,8,10
34954,34954,8,8
34955,34955,5,10
34956,34956,7,12
34957,34957,6,12
34958,34958,8,11
34959,34959,5,8
34960,34960,8,12
34961,34961,5,12
34962,34962,6,10
34963,34963,6,12
34964,34964,8,10
34965,34965,5,10
34966,34966,7,11
34967,34967,5,8
34968,34968,5,9
34969,34969,5,9
34970,34970,5,8
34971,34971,7,12
34972,34972,6,8
34973,34973,5,12
34974,34974,6,9
34975,34975,7,8
34976,34976,6,8
34977,34977,5,10
34978,34978,8,12
34979,34979,7,10
34980,34980,7,10
34981,34981,7,9
34982,34982,5,8
34983,34983,8,10
34984,34984,7,12
34985,34985,7,12
34986,34986,6,12
34987,34987,5,11
34988,34988,6,11
34989,34989,8,12
34990,34990,6,9
34991,34991,8,11
34992,34992,6,10
34993,34993,6,11
34994,34994,5,11
34995,34995,5,12
34996,34996,5,10
34997,34997,6,10
34998,34998,7,10
34999,34999,7,11
35000,35000,6,10
35001,35001,5,11
35002,35002,7,11
35003,35003,6,10
35004,35004,8,11
35005,35005,6,8
35006,35006,5,9
35007,35007,8,11
35008,35008,5,12
35009,35009,6,10
35010,35010,5,8
35011,35011,8,9
35012,35012,6,12
35013,35013,7,9
35014,35014,8,12
35015,35015,5,11
35016,35016,7,9
35017,35017,8,10
35018,35018,8,9
35019,35019,6,8
35020,35020,5,9
35021,35021,8,8
35022,35022,6,11
35023,35023,5,11
35024,35024,5,10
35025,35025,8,12
35026,35026,6,8
35027,35027,6,12
35028,35028,5,10
35029,35029,7,8
35030,35030,7,8
35031,35031,8,11
35032,35032,8,11
35033,35033,7,8
35034,35034,8,12
35035,35035,6,12
35036,35036,7,12
35037,35037,5,11
35038,35038,5,12
35039,35039,7,8
35040,35040,7,9
35041,35041,8,12
35042,35042,6,9
35043,35043,6,8
35044,35044,7,9
35045,35045,7,10
35046,35046,7,8
35047,35047,6,11
35048,35048,6,9
35049,35049,8,8
35050,35050,6,9
35051,35051,5,10
35052,35052,8,11
35053,35053,7,8
35054,35054,7,10
35055,35055,5,8
35056,35056,7,10
35057,35057,5,12
35058,35058,7,10
35059,35059,7,9
35060,35060,6,10
35061,35061,7,12
35062,35062,7,8
35063,35063,7,12
35064,35064,5,9
35065,35065,6,11
35066,35066,5,11
35067,35067,5,10
35068,35068,6,10
35069,35069,5,11
35070,35070,6,9
35071,35071,6,12
35072,35072,8,11
35073,35073,6,10
35074,35074,6,8
35075,35075,7,11
35076,35076,5,11
35077,35077,7,10
35078,35078,7,12
35079,35079,8,10
35080,35080,5,12
35081,35081,8,8
35082,35082,5,10
35083,35083,7,9
35084,35084,7,12
35085,35085,6,9
35086,35086,5,9
35087,35087,6,8
35088,35088,6,8
35089,35089,6,10
35090,35090,6,8
35091,35091,6,10
35092,35092,7,11
35093,35093,7,8
35094,35094,8,11
35095,35095,8,10
35096,35096,6,11
35097,35097,5,12
35098,35098,8,11
35099,35099,6,10
35100,35100,7,8
35101,35101,5,8
35102,35102,5,8
35103,35103,6,11
35104,35104,6,12
35105,35105,8,11
35106,35106,8,8
35107,35107,7,8
35108,35108,7,8
35109,35109,5,12
35110,35110,5,8
35111,35111,6,9
35112,35112,5,10
35113,35113,6,8
35114,35114,6,9
35115,35115,6,10
35116,35116,5,12
35117,35117,6,8
35118,35118,6,9
35119,35119,8,8
35120,35120,6,10
35121,35121,6,11
35122,35122,8,11
35123,35123,8,10
35124,35124,7,12
35125,35125,6,11
35126,35126,6,8
35127,35127,5,11
35128,35128,7,9
35129,35129,7,12
35130,35130,8,8
35131,35131,5,8
35132,35132,5,11
35133,35133,6,11
35134,35134,7,10
35135,35135,6,9
35136,35136,7,9
35137,35137,6,11
35138,35138,7,9
35139,35139,6,8
35140,35140,5,9
35141,35141,5,8
35142,35142,8,12
35143,35143,6,12
35144,35144,7,8
35145,35145,6,10
35146,35146,6,8
35147,35147,6,12
35148,35148,5,12
35149,35149,5,8
35150,35150,6,12
35151,35151,8,10
35152,35152,8,8
35153,35153,6,10
35154,35154,6,8
35155,35155,7,9
35156,35156,7,8
35157,35157,7,12
35158,35158,8,9
35159,35159,5,8
35160,35160,7,11
35161,35161,8,10
35162,35162,7,9
35163,35163,7,9
35164,35164,6,9
35165,35165,5,11
35166,35166,7,12
35167,35167,8,10
35168,35168,8,10
35169,35169,7,9
35170,35170,5,11
35171,35171,5,12
35172,35172,5,8
35173,35173,8,10
35174,35174,7,10
35175,35175,5,12
35176,35176,7,8
35177,35177,7,9
35178,35178,6,12
35179,35179,7,10
35180,35180,5,8
35181,35181,7,11
35182,35182,8,12
35183,35183,6,11
35184,35184,8,8
35185,35185,6,12
35186,35186,5,11
35187,35187,5,9
35188,35188,6,9
35189,35189,6,9
35190,35190,5,11
35191,35191,8,9
35192,35192,8,11
35193,35193,5,10
35194,35194,5,8
35195,35195,8,12
35196,35196,7,11
35197,35197,8,9
35198,35198,7,9
35199,35199,6,9
35200,35200,6,9
35201,35201,5,11
35202,35202,8,9
35203,35203,8,12
35204,35204,7,8
35205,35205,5,8
35206,35206,5,8
35207,35207,8,11
35208,35208,8,12
35209,35209,8,10
35210,35210,8,10
35211,35211,6,12
35212,35212,7,12
35213,35213,8,9
35214,35214,5,9
35215,35215,6,11
35216,35216,7,9
35217,35217,7,12
35218,35218,8,8
35219,35219,5,12
35220,35220,6,8
35221,35221,7,9
35222,35222,6,12
35223,35223,8,10
35224,35224,5,12
35225,35225,5,11
35226,35226,6,8
35227,35227,5,10
35228,35228,5,8
35229,35229,8,9
35230,35230,7,8
35231,35231,6,10
35232,35232,8,11
35233,35233,6,11
35234,35234,5,8
35235,35235,7,9
35236,35236,6,10
35237,35237,5,9
35238,35238,5,11
35239,35239,6,12
35240,35240,5,8
35241,35241,5,11
35242,35242,6,12
35243,35243,7,12
35244,35244,7,8
35245,35245,7,9
35246,35246,8,10
35247,35247,5,12
35248,35248,7,9
35249,35249,5,8
35250,35250,8,11
35251,35251,8,11
35252,35252,6,10
35253,35253,5,12
35254,35254,8,11
35255,35255,8,10
35256,35256,8,9
35257,35257,8,11
35258,35258,5,9
35259,35259,6,10
35260,35260,6,8
35261,35261,8,12
35262,35262,8,11
35263,35263,6,9
35264,35264,7,8
35265,35265,7,10
35266,35266,8,10
35267,35267,7,12
35268,35268,6,12
35269,35269,6,10
35270,35270,8,12
35271,35271,5,12
35272,35272,8,8
35273,35273,6,11
35274,35274,6,8
35275,35275,8,10
35276,35276,8,9
35277,35277,5,12
35278,35278,7,10
35279,35279,7,8
35280,35280,8,10
35281,35281,6,12
35282,35282,8,10
35283,35283,5,8
35284,35284,6,8
35285,35285,8,8
35286,35286,8,11
35287,35287,5,10
35288,35288,5,9
35289,35289,7,10
35290,35290,5,11
35291,35291,8,12
35292,35292,5,8
35293,35293,6,11
35294,35294,5,12
35295,35295,7,12
35296,35296,7,9
35297,35297,5,11
35298,35298,7,11
35299,35299,6,8
35300,35300,5,9
35301,35301,8,11
35302,35302,7,8
35303,35303,7,8
35304,35304,6,12
35305,35305,5,8
35306,35306,5,8
35307,35307,6,11
35308,35308,7,8
35309,35309,8,8
35310,35310,5,8
35311,35311,6,9
35312,35312,7,12
35313,35313,8,10
35314,35314,8,9
35315,35315,8,12
35316,35316,8,11
35317,35317,7,8
35318,35318,6,11
35319,35319,6,10
35320,35320,8,8
35321,35321,5,9
35322,35322,8,8
35323,35323,6,8
35324,35324,7,11
35325,35325,5,8
35326,35326,7,12
35327,35327,7,10
35328,35328,8,12
35329,35329,7,11
35330,35330,7,8
35331,35331,5,9
35332,35332,6,9
35333,35333,5,12
35334,35334,6,11
35335,35335,5,8
35336,35336,5,10
35337,35337,6,8
35338,35338,7,12
35339,35339,6,8
35340,35340,6,11
35341,35341,5,8
35342,35342,7,9
35343,35343,5,9
35344,35344,6,10
35345,35345,7,8
35346,35346,8,11
35347,35347,6,9
35348,35348,5,12
35349,35349,7,9
35350,35350,6,10
35351,35351,5,10
35352,35352,6,10
35353,35353,5,12
35354,35354,6,12
35355,35355,6,12
35356,35356,8,8
35357,35357,8,8
35358,35358,7,12
35359,35359,6,11
35360,35360,5,12
35361,35361,5,10
35362,35362,8,10
35363,35363,6,9
35364,35364,5,12
35365,35365,6,11
35366,35366,5,9
35367,35367,8,12
35368,35368,5,10
35369,35369,8,8
35370,35370,7,12
35371,35371,5,12
35372,35372,6,8
35373,35373,6,9
35374,35374,5,11
35375,35375,7,10
35376,35376,5,10
35377,35377,7,11
35378,35378,6,10
35379,35379,8,8
35380,35380,7,11
35381,35381,5,12
35382,35382,7,11
35383,35383,7,12
35384,35384,6,8
35385,35385,6,10
35386,35386,7,9
35387,35387,6,12
35388,35388,5,12
35389,35389,7,11
35390,35390,7,10
35391,35391,5,10
35392,35392,7,11
35393,35393,6,10
35394,35394,7,9
35395,35395,7,8
35396,35396,8,11
35397,35397,5,9
35398,35398,8,12
35399,35399,5,8
35400,35400,8,12
35401,35401,7,12
35402,35402,7,9
35403,35403,8,9
35404,35404,5,11
35405,35405,5,9
35406,35406,6,11
35407,35407,7,8
35408,35408,5,10
35409,35409,5,9
35410,35410,7,12
35411,35411,6,12
35412,35412,8,9
35413,35413,6,12
35414,35414,8,12
35415,35415,8,10
35416,35416,5,10
35417,35417,7,10
35418,35418,8,8
35419,35419,8,10
35420,35420,6,9
35421,35421,8,8
35422,35422,5,10
35423,35423,8,9
35424,35424,5,11
35425,35425,7,9
35426,35426,6,12
35427,35427,6,9
35428,35428,8,10
35429,35429,5,10
35430,35430,7,8
35431,35431,6,10
35432,35432,6,10
35433,35433,7,11
35434,35434,6,9
35435,35435,8,11
35436,35436,5,12
35437,35437,5,9
35438,35438,6,10
35439,35439,5,12
35440,35440,7,9
35441,35441,5,10
35442,35442,7,11
35443,35443,6,11
35444,35444,6,11
35445,35445,7,10
35446,35446,8,11
35447,35447,6,8
35448,35448,7,9
35449,35449,7,8
35450,35450,8,9
35451,35451,7,12
35452,35452,5,9
35453,35453,7,8
35454,35454,8,8
35455,35455,8,12
35456,35456,8,11
35457,35457,8,10
35458,35458,5,8
35459,35459,8,12
35460,35460,5,12
35461,35461,6,10
35462,35462,7,10
35463,35463,5,8
35464,35464,6,9
35465,35465,5,8
35466,35466,5,9
35467,35467,7,8
35468,35468,5,9
35469,35469,7,10
35470,35470,5,8
35471,35471,8,12
35472,35472,8,11
35473,35473,5,8
35474,35474,8,9
35475,35475,7,11
35476,35476,7,10
35477,35477,6,10
35478,35478,6,12
35479,35479,6,11
35480,35480,5,9
35481,35481,5,12
35482,35482,7,8
35483,35483,6,11
35484,35484,8,12
35485,35485,5,12
35486,35486,6,11
35487,35487,6,12
35488,35488,6,8
35489,35489,7,9
35490,35490,7,10
35491,35491,6,11
35492,35492,6,12
35493,35493,7,9
35494,35494,5,8
35495,35495,7,10
35496,35496,5,10
35497,35497,6,8
35498,35498,6,8
35499,35499,6,10
35500,35500,6,12
35501,35501,6,10
35502,35502,8,10
35503,35503,8,12
35504,35504,6,11
35505,35505,5,9
35506,35506,8,10
35507,35507,5,10
35508,35508,5,10
35509,35509,7,12
35510,35510,5,10
35511,35511,5,8
35512,35512,5,10
35513,35513,6,11
35514,35514,7,11
35515,35515,6,10
35516,35516,6,8
35517,35517,8,12
35518,35518,7,11
35519,35519,7,10
35520,35520,5,11
35521,35521,8,9
35522,35522,8,11
35523,35523,5,10
35524,35524,6,9
35525,35525,7,9
35526,35526,8,8
35527,35527,7,10
35528,35528,5,9
35529,35529,5,8
35530,35530,8,9
35531,35531,6,8
35532,35532,7,9
35533,35533,8,12
35534,35534,5,12
35535,35535,7,9
35536,35536,6,9
35537,35537,5,11
35538,35538,6,8
35539,35539,6,10
35540,35540,6,11
35541,35541,5,10
35542,35542,5,9
35543,35543,5,12
35544,35544,5,9
35545,35545,5,12
35546,35546,7,9
35547,35547,5,9
35548,35548,7,11
35549,35549,8,11
35550,35550,6,8
35551,35551,8,8
35552,35552,8,10
35553,35553,6,8
35554,35554,6,10
35555,35555,8,8
35556,35556,5,9
35557,35557,7,10
35558,35558,7,10
35559,35559,5,12
35560,35560,5,9
35561,35561,7,8
35562,35562,8,10
35563,35563,8,11
35564,35564,6,11
35565,35565,8,9
35566,35566,7,12
35567,35567,5,11
35568,35568,7,9
35569,35569,8,9
35570,35570,5,8
35571,35571,5,12
35572,35572,5,12
35573,35573,8,12
35574,35574,6,11
35575,35575,7,9
35576,35576,6,9
35577,35577,7,8
35578,35578,8,11
35579,35579,7,9
35580,35580,8,10
35581,35581,8,8
35582,35582,6,9
35583,35583,7,11
35584,35584,5,9
35585,35585,8,12
35586,35586,8,8
35587,35587,6,8
35588,35588,8,12
35589,35589,5,11
35590,35590,5,10
35591,35591,7,9
35592,35592,6,11
35593,35593,5,11
35594,35594,5,8
35595,35595,7,8
35596,35596,5,9
35597,35597,7,12
35598,35598,6,9
35599,35599,7,10
35600,35600,7,12
35601,35601,5,10
35602,35602,7,11
35603,35603,5,9
35604,35604,6,8
35605,35605,8,8
35606,35606,5,11
35607,35607,8,8
35608,35608,8,8
35609,35609,7,8
35610,35610,7,10
35611,35611,8,8
35612,35612,5,8
35613,35613,5,9
35614,35614,8,8
35615,35615,8,8
35616,35616,5,11
35617,35617,5,11
35618,35618,6,9
35619,35619,6,11
35620,35620,8,12
35621,35621,5,12
35622,35622,6,12
35623,35623,6,11
35624,35624,6,9
35625,35625,5,8
35626,35626,6,8
35627,35627,7,11
35628,35628,8,12
35629,35629,6,11
35630,35630,5,9
35631,35631,7,10
35632,35632,8,9
35633,35633,6,10
35634,35634,6,8
35635,35635,8,10
35636,35636,5,12
35637,35637,6,9
35638,35638,5,8
35639,35639,6,12
35640,35640,6,9
35641,35641,5,9
35642,35642,5,9
35643,35643,6,11
35644,35644,6,11
35645,35645,8,10
35646,35646,5,10
35647,35647,5,9
35648,35648,6,8
35649,35649,8,11
35650,35650,6,10
35651,35651,5,9
35652,35652,6,10
35653,35653,8,12
35654,35654,6,10
35655,35655,7,8
35656,35656,6,11
35657,35657,8,12
35658,35658,5,10
35659,35659,8,11
35660,35660,6,11
35661,35661,5,8
35662,35662,8,8
35663,35663,5,8
35664,35664,5,11
35665,35665,5,8
35666,35666,7,11
35667,35667,8,8
35668,35668,5,8
35669,35669,7,12
35670,35670,5,11
35671,35671,5,11
35672,35672,5,11
35673,35673,8,12
35674,35674,6,8
35675,35675,6,8
35676,35676,8,8
35677,35677,7,12
35678,35678,6,8
35679,35679,6,11
35680,35680,5,11
35681,35681,5,8
35682,35682,8,8
35683,35683,7,11
35684,35684,8,10
35685,35685,8,10
35686,35686,5,11
35687,35687,6,12
35688,35688,7,11
35689,35689,7,12
35690,35690,5,10
35691,35691,7,12
35692,35692,6,12
35693,35693,8,10
35694,35694,6,9
35695,35695,6,8
35696,35696,5,12
35697,35697,8,11
35698,35698,8,9
35699,35699,6,10
35700,35700,8,12
35701,35701,8,12
35702,35702,7,9
35703,35703,7,8
35704,35704,6,8
35705,35705,8,9
35706,35706,6,9
35707,35707,6,10
35708,35708,5,11
35709,35709,5,9
35710,35710,5,10
35711,35711,8,10
35712,35712,6,11
35713,35713,8,12
35714,35714,6,10
35715,35715,8,11
35716,35716,5,10
35717,35717,7,9
35718,35718,7,9
35719,35719,8,9
35720,35720,8,9
35721,35721,7,9
35722,35722,5,12
35723,35723,8,12
35724,35724,5,11
35725,35725,7,12
35726,35726,6,11
35727,35727,8,11
35728,35728,5,11
35729,35729,8,11
35730,35730,8,8
35731,35731,5,12
35732,35732,8,10
35733,35733,5,10
35734,35734,5,8
35735,35735,6,8
35736,35736,6,11
35737,35737,6,9
35738,35738,8,8
35739,35739,5,11
35740,35740,6,10
35741,35741,8,8
35742,35742,5,12
35743,35743,5,10
35744,35744,5,11
35745,35745,6,9
35746,35746,7,11
35747,35747,7,9
35748,35748,5,12
35749,35749,5,10
35750,35750,6,11
35751,35751,5,11
35752,35752,6,12
35753,35753,6,10
35754,35754,6,12
35755,35755,6,12
35756,35756,6,11
35757,35757,5,11
35758,35758,5,12
35759,35759,8,9
35760,35760,5,8
35761,35761,5,12
35762,35762,6,8
35763,35763,5,11
35764,35764,8,10
35765,35765,5,8
35766,35766,8,10
35767,35767,5,10
35768,35768,8,12
35769,35769,6,10
35770,35770,6,11
35771,35771,7,9
35772,35772,6,8
35773,35773,8,8
35774,35774,8,11
35775,35775,8,10
35776,35776,5,8
35777,35777,8,11
35778,35778,6,12
35779,35779,7,11
35780,35780,8,9
35781,35781,7,8
35782,35782,5,8
35783,35783,7,12
35784,35784,5,12
35785,35785,7,9
35786,35786,6,11
35787,35787,8,11
35788,35788,8,11
35789,35789,7,11
35790,35790,8,9
35791,35791,6,11
35792,35792,8,12
35793,35793,7,10
35794,35794,5,9
35795,35795,7,10
35796,35796,6,10
35797,35797,8,11
35798,35798,8,9
35799,35799,5,8
35800,35800,5,8
35801,35801,6,10
35802,35802,7,9
35803,35803,8,9
35804,35804,8,10
35805,35805,8,12
35806,35806,6,11
35807,35807,5,8
35808,35808,8,9
35809,35809,8,9
35810,35810,7,12
35811,35811,5,12
35812,35812,6,11
35813,35813,8,8
35814,35814,8,8
35815,35815,5,12
35816,35816,6,10
35817,35817,6,10
35818,35818,8,10
35819,35819,5,12
35820,35820,6,8
35821,35821,5,8
35822,35822,8,9
35823,35823,5,12
35824,35824,7,8
35825,35825,7,11
35826,35826,6,12
35827,35827,6,8
35828,35828,7,12
35829,35829,8,12
35830,35830,8,10
35831,35831,8,8
35832,35832,8,11
35833,35833,7,11
35834,35834,6,12
35835,35835,5,12
35836,35836,6,8
35837,35837,8,12
35838,35838,6,10
35839,35839,6,8
35840,35840,7,9
35841,35841,6,9
35842,35842,8,10
35843,35843,8,11
35844,35844,5,12
35845,35845,6,9
35846,35846,5,10
35847,35847,7,9
35848,35848,8,8
35849,35849,8,8
35850,35850,7,11
35851,35851,7,9
35852,35852,7,8
35853,35853,5,9
35854,35854,7,11
35855,35855,7,12
35856,35856,8,11
35857,35857,8,10
35858,35858,8,12
35859,35859,5,12
35860,35860,7,12
