IDCLIENTE,OFERTAID,CANTIDAD,FECHAINICIAL,FECHAFINAL
26000,26001,26000,23/05/2020,23/05/2020
26001,26002,26001,24/05/2020,19/05/2020
26002,26003,26002,20/05/2020,24/05/2020
26003,26004,26003,24/05/2020,22/05/2020
26004,26005,26004,22/05/2020,21/05/2020
26005,26006,26005,18/05/2020,23/05/2020
26006,26007,26006,18/05/2020,19/05/2020
26007,26008,26007,21/05/2020,20/05/2020
26008,26009,26008,22/05/2020,19/05/2020
26009,26010,26009,21/05/2020,21/05/2020
26010,26011,26010,22/05/2020,20/05/2020
26011,26012,26011,23/05/2020,21/05/2020
26012,26013,26012,20/05/2020,23/05/2020
26013,26014,26013,18/05/2020,22/05/2020
26014,26015,26014,20/05/2020,23/05/2020
26015,26016,26015,23/05/2020,19/05/2020
26016,26017,26016,22/05/2020,21/05/2020
26017,26018,26017,23/05/2020,18/05/2020
26018,26019,26018,21/05/2020,23/05/2020
26019,26020,26019,23/05/2020,21/05/2020
26020,26021,26020,22/05/2020,23/05/2020
26021,26022,26021,19/05/2020,20/05/2020
26022,26023,26022,21/05/2020,19/05/2020
26023,26024,26023,22/05/2020,24/05/2020
26024,26025,26024,24/05/2020,18/05/2020
26025,26026,26025,18/05/2020,24/05/2020
26026,26027,26026,18/05/2020,20/05/2020
26027,26028,26027,18/05/2020,19/05/2020
26028,26029,26028,22/05/2020,20/05/2020
26029,26030,26029,18/05/2020,20/05/2020
26030,26031,26030,23/05/2020,21/05/2020
26031,26032,26031,23/05/2020,22/05/2020
26032,26033,26032,24/05/2020,18/05/2020
26033,26034,26033,18/05/2020,19/05/2020
26034,26035,26034,18/05/2020,21/05/2020
26035,26036,26035,23/05/2020,18/05/2020
26036,26037,26036,22/05/2020,20/05/2020
26037,26038,26037,21/05/2020,20/05/2020
26038,26039,26038,19/05/2020,22/05/2020
26039,26040,26039,23/05/2020,19/05/2020
26040,26041,26040,20/05/2020,18/05/2020
26041,26042,26041,20/05/2020,24/05/2020
26042,26043,26042,20/05/2020,22/05/2020
26043,26044,26043,24/05/2020,18/05/2020
26044,26045,26044,18/05/2020,18/05/2020
26045,26046,26045,22/05/2020,24/05/2020
26046,26047,26046,19/05/2020,21/05/2020
26047,26048,26047,22/05/2020,24/05/2020
26048,26049,26048,23/05/2020,21/05/2020
26049,26050,26049,23/05/2020,24/05/2020
26050,26051,26050,24/05/2020,21/05/2020
26051,26052,26051,22/05/2020,19/05/2020
26052,26053,26052,19/05/2020,20/05/2020
26053,26054,26053,22/05/2020,22/05/2020
26054,26055,26054,22/05/2020,24/05/2020
26055,26056,26055,19/05/2020,24/05/2020
26056,26057,26056,19/05/2020,22/05/2020
26057,26058,26057,23/05/2020,21/05/2020
26058,26059,26058,19/05/2020,18/05/2020
26059,26060,26059,21/05/2020,24/05/2020
26060,26061,26060,24/05/2020,21/05/2020
26061,26062,26061,18/05/2020,22/05/2020
26062,26063,26062,19/05/2020,24/05/2020
26063,26064,26063,22/05/2020,20/05/2020
26064,26065,26064,20/05/2020,23/05/2020
26065,26066,26065,23/05/2020,22/05/2020
26066,26067,26066,18/05/2020,23/05/2020
26067,26068,26067,22/05/2020,18/05/2020
26068,26069,26068,24/05/2020,22/05/2020
26069,26070,26069,20/05/2020,23/05/2020
26070,26071,26070,24/05/2020,18/05/2020
26071,26072,26071,20/05/2020,23/05/2020
26072,26073,26072,20/05/2020,18/05/2020
26073,26074,26073,21/05/2020,20/05/2020
26074,26075,26074,24/05/2020,24/05/2020
26075,26076,26075,19/05/2020,23/05/2020
26076,26077,26076,18/05/2020,18/05/2020
26077,26078,26077,20/05/2020,21/05/2020
26078,26079,26078,21/05/2020,22/05/2020
26079,26080,26079,19/05/2020,22/05/2020
26080,26081,26080,23/05/2020,21/05/2020
26081,26082,26081,23/05/2020,19/05/2020
26082,26083,26082,21/05/2020,23/05/2020
26083,26084,26083,23/05/2020,22/05/2020
26084,26085,26084,21/05/2020,24/05/2020
26085,26086,26085,21/05/2020,20/05/2020
26086,26087,26086,20/05/2020,24/05/2020
26087,26088,26087,18/05/2020,19/05/2020
26088,26089,26088,21/05/2020,19/05/2020
26089,26090,26089,18/05/2020,19/05/2020
26090,26091,26090,24/05/2020,20/05/2020
26091,26092,26091,20/05/2020,24/05/2020
26092,26093,26092,22/05/2020,22/05/2020
26093,26094,26093,18/05/2020,23/05/2020
26094,26095,26094,18/05/2020,18/05/2020
26095,26096,26095,20/05/2020,18/05/2020
26096,26097,26096,20/05/2020,22/05/2020
26097,26098,26097,21/05/2020,24/05/2020
26098,26099,26098,20/05/2020,18/05/2020
26099,26100,26099,22/05/2020,18/05/2020
26100,26101,26100,20/05/2020,22/05/2020
26101,26102,26101,21/05/2020,24/05/2020
26102,26103,26102,20/05/2020,21/05/2020
26103,26104,26103,21/05/2020,21/05/2020
26104,26105,26104,21/05/2020,20/05/2020
26105,26106,26105,20/05/2020,21/05/2020
26106,26107,26106,23/05/2020,21/05/2020
26107,26108,26107,20/05/2020,24/05/2020
26108,26109,26108,21/05/2020,24/05/2020
26109,26110,26109,24/05/2020,23/05/2020
26110,26111,26110,19/05/2020,24/05/2020
26111,26112,26111,19/05/2020,24/05/2020
26112,26113,26112,18/05/2020,22/05/2020
26113,26114,26113,24/05/2020,19/05/2020
26114,26115,26114,19/05/2020,19/05/2020
26115,26116,26115,20/05/2020,24/05/2020
26116,26117,26116,21/05/2020,24/05/2020
26117,26118,26117,21/05/2020,22/05/2020
26118,26119,26118,20/05/2020,23/05/2020
26119,26120,26119,23/05/2020,23/05/2020
26120,26121,26120,20/05/2020,19/05/2020
26121,26122,26121,22/05/2020,18/05/2020
26122,26123,26122,22/05/2020,19/05/2020
26123,26124,26123,23/05/2020,23/05/2020
26124,26125,26124,19/05/2020,19/05/2020
26125,26126,26125,21/05/2020,20/05/2020
26126,26127,26126,24/05/2020,19/05/2020
26127,26128,26127,18/05/2020,21/05/2020
26128,26129,26128,20/05/2020,20/05/2020
26129,26130,26129,21/05/2020,21/05/2020
26130,26131,26130,23/05/2020,23/05/2020
26131,26132,26131,20/05/2020,20/05/2020
26132,26133,26132,23/05/2020,22/05/2020
26133,26134,26133,21/05/2020,22/05/2020
26134,26135,26134,24/05/2020,21/05/2020
26135,26136,26135,24/05/2020,21/05/2020
26136,26137,26136,22/05/2020,22/05/2020
26137,26138,26137,18/05/2020,22/05/2020
26138,26139,26138,23/05/2020,24/05/2020
26139,26140,26139,21/05/2020,23/05/2020
26140,26141,26140,21/05/2020,20/05/2020
26141,26142,26141,19/05/2020,24/05/2020
26142,26143,26142,24/05/2020,21/05/2020
26143,26144,26143,18/05/2020,18/05/2020
26144,26145,26144,21/05/2020,22/05/2020
26145,26146,26145,21/05/2020,21/05/2020
26146,26147,26146,23/05/2020,21/05/2020
26147,26148,26147,19/05/2020,21/05/2020
26148,26149,26148,18/05/2020,18/05/2020
26149,26150,26149,21/05/2020,19/05/2020
26150,26151,26150,24/05/2020,21/05/2020
26151,26152,26151,21/05/2020,18/05/2020
26152,26153,26152,22/05/2020,20/05/2020
26153,26154,26153,19/05/2020,19/05/2020
26154,26155,26154,22/05/2020,20/05/2020
26155,26156,26155,18/05/2020,18/05/2020
26156,26157,26156,20/05/2020,23/05/2020
26157,26158,26157,22/05/2020,23/05/2020
26158,26159,26158,22/05/2020,23/05/2020
26159,26160,26159,21/05/2020,24/05/2020
26160,26161,26160,20/05/2020,19/05/2020
26161,26162,26161,19/05/2020,22/05/2020
26162,26163,26162,20/05/2020,23/05/2020
26163,26164,26163,23/05/2020,19/05/2020
26164,26165,26164,18/05/2020,21/05/2020
26165,26166,26165,23/05/2020,22/05/2020
26166,26167,26166,18/05/2020,19/05/2020
26167,26168,26167,18/05/2020,18/05/2020
26168,26169,26168,19/05/2020,23/05/2020
26169,26170,26169,21/05/2020,23/05/2020
26170,26171,26170,22/05/2020,19/05/2020
26171,26172,26171,22/05/2020,24/05/2020
26172,26173,26172,21/05/2020,21/05/2020
26173,26174,26173,19/05/2020,18/05/2020
26174,26175,26174,23/05/2020,19/05/2020
26175,26176,26175,20/05/2020,18/05/2020
26176,26177,26176,20/05/2020,22/05/2020
26177,26178,26177,23/05/2020,22/05/2020
26178,26179,26178,22/05/2020,24/05/2020
26179,26180,26179,22/05/2020,19/05/2020
26180,26181,26180,23/05/2020,23/05/2020
26181,26182,26181,23/05/2020,23/05/2020
26182,26183,26182,20/05/2020,24/05/2020
26183,26184,26183,18/05/2020,23/05/2020
26184,26185,26184,24/05/2020,20/05/2020
26185,26186,26185,20/05/2020,22/05/2020
26186,26187,26186,23/05/2020,20/05/2020
26187,26188,26187,20/05/2020,24/05/2020
26188,26189,26188,19/05/2020,18/05/2020
26189,26190,26189,18/05/2020,21/05/2020
26190,26191,26190,18/05/2020,20/05/2020
26191,26192,26191,24/05/2020,18/05/2020
26192,26193,26192,20/05/2020,22/05/2020
26193,26194,26193,24/05/2020,24/05/2020
26194,26195,26194,18/05/2020,24/05/2020
26195,26196,26195,20/05/2020,24/05/2020
26196,26197,26196,20/05/2020,21/05/2020
26197,26198,26197,24/05/2020,18/05/2020
26198,26199,26198,21/05/2020,18/05/2020
26199,26200,26199,22/05/2020,18/05/2020
26200,26201,26200,19/05/2020,18/05/2020
26201,26202,26201,23/05/2020,20/05/2020
26202,26203,26202,22/05/2020,20/05/2020
26203,26204,26203,24/05/2020,18/05/2020
26204,26205,26204,19/05/2020,20/05/2020
26205,26206,26205,21/05/2020,24/05/2020
26206,26207,26206,23/05/2020,23/05/2020
26207,26208,26207,18/05/2020,23/05/2020
26208,26209,26208,21/05/2020,20/05/2020
26209,26210,26209,19/05/2020,18/05/2020
26210,26211,26210,23/05/2020,24/05/2020
26211,26212,26211,19/05/2020,18/05/2020
26212,26213,26212,24/05/2020,19/05/2020
26213,26214,26213,19/05/2020,23/05/2020
26214,26215,26214,24/05/2020,18/05/2020
26215,26216,26215,21/05/2020,20/05/2020
26216,26217,26216,21/05/2020,19/05/2020
26217,26218,26217,23/05/2020,21/05/2020
26218,26219,26218,23/05/2020,20/05/2020
26219,26220,26219,22/05/2020,18/05/2020
26220,26221,26220,19/05/2020,19/05/2020
26221,26222,26221,24/05/2020,22/05/2020
26222,26223,26222,22/05/2020,23/05/2020
26223,26224,26223,22/05/2020,20/05/2020
26224,26225,26224,22/05/2020,23/05/2020
26225,26226,26225,21/05/2020,20/05/2020
26226,26227,26226,18/05/2020,20/05/2020
26227,26228,26227,20/05/2020,18/05/2020
26228,26229,26228,23/05/2020,21/05/2020
26229,26230,26229,18/05/2020,21/05/2020
26230,26231,26230,24/05/2020,23/05/2020
26231,26232,26231,19/05/2020,20/05/2020
26232,26233,26232,18/05/2020,22/05/2020
26233,26234,26233,22/05/2020,18/05/2020
26234,26235,26234,18/05/2020,23/05/2020
26235,26236,26235,21/05/2020,24/05/2020
26236,26237,26236,24/05/2020,18/05/2020
26237,26238,26237,19/05/2020,19/05/2020
26238,26239,26238,23/05/2020,20/05/2020
26239,26240,26239,19/05/2020,18/05/2020
26240,26241,26240,24/05/2020,20/05/2020
26241,26242,26241,22/05/2020,22/05/2020
26242,26243,26242,22/05/2020,21/05/2020
26243,26244,26243,22/05/2020,22/05/2020
26244,26245,26244,21/05/2020,23/05/2020
26245,26246,26245,23/05/2020,23/05/2020
26246,26247,26246,18/05/2020,19/05/2020
26247,26248,26247,24/05/2020,24/05/2020
26248,26249,26248,24/05/2020,23/05/2020
26249,26250,26249,22/05/2020,22/05/2020
26250,26251,26250,22/05/2020,19/05/2020
26251,26252,26251,24/05/2020,19/05/2020
26252,26253,26252,21/05/2020,19/05/2020
26253,26254,26253,18/05/2020,22/05/2020
26254,26255,26254,20/05/2020,23/05/2020
26255,26256,26255,22/05/2020,23/05/2020
26256,26257,26256,21/05/2020,20/05/2020
26257,26258,26257,18/05/2020,23/05/2020
26258,26259,26258,22/05/2020,19/05/2020
26259,26260,26259,19/05/2020,21/05/2020
26260,26261,26260,18/05/2020,22/05/2020
26261,26262,26261,22/05/2020,22/05/2020
26262,26263,26262,21/05/2020,24/05/2020
26263,26264,26263,22/05/2020,20/05/2020
26264,26265,26264,20/05/2020,19/05/2020
26265,26266,26265,24/05/2020,22/05/2020
26266,26267,26266,20/05/2020,24/05/2020
26267,26268,26267,20/05/2020,20/05/2020
26268,26269,26268,18/05/2020,23/05/2020
26269,26270,26269,24/05/2020,18/05/2020
26270,26271,26270,22/05/2020,21/05/2020
26271,26272,26271,19/05/2020,21/05/2020
26272,26273,26272,22/05/2020,23/05/2020
26273,26274,26273,24/05/2020,22/05/2020
26274,26275,26274,23/05/2020,24/05/2020
26275,26276,26275,19/05/2020,20/05/2020
26276,26277,26276,18/05/2020,19/05/2020
26277,26278,26277,23/05/2020,18/05/2020
26278,26279,26278,19/05/2020,21/05/2020
26279,26280,26279,23/05/2020,24/05/2020
26280,26281,26280,24/05/2020,24/05/2020
26281,26282,26281,21/05/2020,21/05/2020
26282,26283,26282,21/05/2020,24/05/2020
26283,26284,26283,21/05/2020,20/05/2020
26284,26285,26284,24/05/2020,19/05/2020
26285,26286,26285,24/05/2020,24/05/2020
26286,26287,26286,18/05/2020,22/05/2020
26287,26288,26287,24/05/2020,20/05/2020
26288,26289,26288,23/05/2020,21/05/2020
26289,26290,26289,23/05/2020,18/05/2020
26290,26291,26290,19/05/2020,18/05/2020
26291,26292,26291,18/05/2020,19/05/2020
26292,26293,26292,21/05/2020,22/05/2020
26293,26294,26293,22/05/2020,20/05/2020
26294,26295,26294,20/05/2020,24/05/2020
26295,26296,26295,19/05/2020,19/05/2020
26296,26297,26296,24/05/2020,19/05/2020
26297,26298,26297,19/05/2020,21/05/2020
26298,26299,26298,23/05/2020,18/05/2020
26299,26300,26299,24/05/2020,23/05/2020
26300,26301,26300,22/05/2020,21/05/2020
26301,26302,26301,19/05/2020,22/05/2020
26302,26303,26302,21/05/2020,20/05/2020
26303,26304,26303,18/05/2020,20/05/2020
26304,26305,26304,21/05/2020,19/05/2020
26305,26306,26305,18/05/2020,21/05/2020
26306,26307,26306,23/05/2020,23/05/2020
26307,26308,26307,24/05/2020,24/05/2020
26308,26309,26308,20/05/2020,19/05/2020
26309,26310,26309,18/05/2020,23/05/2020
26310,26311,26310,22/05/2020,18/05/2020
26311,26312,26311,24/05/2020,18/05/2020
26312,26313,26312,18/05/2020,19/05/2020
26313,26314,26313,22/05/2020,21/05/2020
26314,26315,26314,23/05/2020,23/05/2020
26315,26316,26315,22/05/2020,23/05/2020
26316,26317,26316,22/05/2020,24/05/2020
26317,26318,26317,18/05/2020,19/05/2020
26318,26319,26318,24/05/2020,18/05/2020
26319,26320,26319,24/05/2020,18/05/2020
26320,26321,26320,23/05/2020,23/05/2020
26321,26322,26321,18/05/2020,22/05/2020
26322,26323,26322,20/05/2020,20/05/2020
26323,26324,26323,18/05/2020,20/05/2020
26324,26325,26324,22/05/2020,21/05/2020
26325,26326,26325,19/05/2020,20/05/2020
26326,26327,26326,19/05/2020,18/05/2020
26327,26328,26327,18/05/2020,24/05/2020
26328,26329,26328,21/05/2020,22/05/2020
26329,26330,26329,19/05/2020,22/05/2020
26330,26331,26330,24/05/2020,19/05/2020
26331,26332,26331,24/05/2020,23/05/2020
26332,26333,26332,19/05/2020,23/05/2020
26333,26334,26333,20/05/2020,20/05/2020
26334,26335,26334,23/05/2020,24/05/2020
26335,26336,26335,20/05/2020,24/05/2020
26336,26337,26336,22/05/2020,23/05/2020
26337,26338,26337,18/05/2020,20/05/2020
26338,26339,26338,23/05/2020,22/05/2020
26339,26340,26339,24/05/2020,18/05/2020
26340,26341,26340,22/05/2020,21/05/2020
26341,26342,26341,19/05/2020,18/05/2020
26342,26343,26342,18/05/2020,18/05/2020
26343,26344,26343,23/05/2020,20/05/2020
26344,26345,26344,21/05/2020,18/05/2020
26345,26346,26345,24/05/2020,19/05/2020
26346,26347,26346,23/05/2020,24/05/2020
26347,26348,26347,19/05/2020,19/05/2020
26348,26349,26348,20/05/2020,20/05/2020
26349,26350,26349,23/05/2020,18/05/2020
26350,26351,26350,22/05/2020,21/05/2020
26351,26352,26351,24/05/2020,20/05/2020
26352,26353,26352,21/05/2020,19/05/2020
26353,26354,26353,22/05/2020,18/05/2020
26354,26355,26354,20/05/2020,22/05/2020
26355,26356,26355,18/05/2020,21/05/2020
26356,26357,26356,22/05/2020,22/05/2020
26357,26358,26357,18/05/2020,18/05/2020
26358,26359,26358,24/05/2020,18/05/2020
26359,26360,26359,22/05/2020,24/05/2020
26360,26361,26360,21/05/2020,24/05/2020
26361,26362,26361,18/05/2020,21/05/2020
26362,26363,26362,18/05/2020,22/05/2020
26363,26364,26363,18/05/2020,18/05/2020
26364,26365,26364,23/05/2020,24/05/2020
26365,26366,26365,20/05/2020,21/05/2020
26366,26367,26366,22/05/2020,23/05/2020
26367,26368,26367,24/05/2020,19/05/2020
26368,26369,26368,22/05/2020,19/05/2020
26369,26370,26369,18/05/2020,22/05/2020
26370,26371,26370,19/05/2020,19/05/2020
26371,26372,26371,21/05/2020,22/05/2020
26372,26373,26372,18/05/2020,21/05/2020
26373,26374,26373,20/05/2020,24/05/2020
26374,26375,26374,22/05/2020,21/05/2020
26375,26376,26375,19/05/2020,20/05/2020
26376,26377,26376,20/05/2020,24/05/2020
26377,26378,26377,23/05/2020,23/05/2020
26378,26379,26378,23/05/2020,21/05/2020
26379,26380,26379,22/05/2020,19/05/2020
26380,26381,26380,23/05/2020,21/05/2020
26381,26382,26381,20/05/2020,20/05/2020
26382,26383,26382,22/05/2020,18/05/2020
26383,26384,26383,21/05/2020,24/05/2020
26384,26385,26384,21/05/2020,22/05/2020
26385,26386,26385,20/05/2020,19/05/2020
26386,26387,26386,23/05/2020,24/05/2020
26387,26388,26387,21/05/2020,24/05/2020
26388,26389,26388,24/05/2020,23/05/2020
26389,26390,26389,22/05/2020,23/05/2020
26390,26391,26390,24/05/2020,24/05/2020
26391,26392,26391,23/05/2020,24/05/2020
26392,26393,26392,21/05/2020,24/05/2020
26393,26394,26393,18/05/2020,21/05/2020
26394,26395,26394,22/05/2020,24/05/2020
26395,26396,26395,24/05/2020,24/05/2020
26396,26397,26396,18/05/2020,24/05/2020
26397,26398,26397,22/05/2020,22/05/2020
26398,26399,26398,22/05/2020,20/05/2020
26399,26400,26399,24/05/2020,19/05/2020
26400,26401,26400,22/05/2020,19/05/2020
26401,26402,26401,19/05/2020,19/05/2020
26402,26403,26402,21/05/2020,20/05/2020
26403,26404,26403,23/05/2020,19/05/2020
26404,26405,26404,20/05/2020,20/05/2020
26405,26406,26405,19/05/2020,18/05/2020
26406,26407,26406,21/05/2020,22/05/2020
26407,26408,26407,21/05/2020,19/05/2020
26408,26409,26408,23/05/2020,20/05/2020
26409,26410,26409,24/05/2020,24/05/2020
26410,26411,26410,22/05/2020,20/05/2020
26411,26412,26411,21/05/2020,24/05/2020
26412,26413,26412,18/05/2020,22/05/2020
26413,26414,26413,19/05/2020,18/05/2020
26414,26415,26414,22/05/2020,21/05/2020
26415,26416,26415,18/05/2020,23/05/2020
26416,26417,26416,18/05/2020,24/05/2020
26417,26418,26417,21/05/2020,18/05/2020
26418,26419,26418,24/05/2020,22/05/2020
26419,26420,26419,22/05/2020,22/05/2020
26420,26421,26420,20/05/2020,20/05/2020
26421,26422,26421,22/05/2020,23/05/2020
26422,26423,26422,22/05/2020,23/05/2020
26423,26424,26423,22/05/2020,21/05/2020
26424,26425,26424,24/05/2020,19/05/2020
26425,26426,26425,19/05/2020,22/05/2020
26426,26427,26426,23/05/2020,24/05/2020
26427,26428,26427,19/05/2020,21/05/2020
26428,26429,26428,24/05/2020,22/05/2020
26429,26430,26429,24/05/2020,19/05/2020
26430,26431,26430,21/05/2020,20/05/2020
26431,26432,26431,19/05/2020,23/05/2020
26432,26433,26432,24/05/2020,24/05/2020
26433,26434,26433,18/05/2020,18/05/2020
26434,26435,26434,21/05/2020,20/05/2020
26435,26436,26435,18/05/2020,23/05/2020
26436,26437,26436,22/05/2020,20/05/2020
26437,26438,26437,21/05/2020,21/05/2020
26438,26439,26438,19/05/2020,19/05/2020
26439,26440,26439,22/05/2020,19/05/2020
26440,26441,26440,22/05/2020,23/05/2020
26441,26442,26441,22/05/2020,20/05/2020
26442,26443,26442,24/05/2020,24/05/2020
26443,26444,26443,23/05/2020,24/05/2020
26444,26445,26444,20/05/2020,22/05/2020
26445,26446,26445,24/05/2020,18/05/2020
26446,26447,26446,20/05/2020,24/05/2020
26447,26448,26447,19/05/2020,19/05/2020
26448,26449,26448,23/05/2020,18/05/2020
26449,26450,26449,22/05/2020,21/05/2020
26450,26451,26450,21/05/2020,18/05/2020
26451,26452,26451,22/05/2020,23/05/2020
26452,26453,26452,21/05/2020,20/05/2020
26453,26454,26453,20/05/2020,21/05/2020
26454,26455,26454,19/05/2020,23/05/2020
26455,26456,26455,24/05/2020,21/05/2020
26456,26457,26456,23/05/2020,20/05/2020
26457,26458,26457,21/05/2020,21/05/2020
26458,26459,26458,22/05/2020,24/05/2020
26459,26460,26459,24/05/2020,19/05/2020
26460,26461,26460,19/05/2020,24/05/2020
26461,26462,26461,20/05/2020,24/05/2020
26462,26463,26462,20/05/2020,22/05/2020
26463,26464,26463,24/05/2020,21/05/2020
26464,26465,26464,24/05/2020,21/05/2020
26465,26466,26465,20/05/2020,18/05/2020
26466,26467,26466,18/05/2020,20/05/2020
26467,26468,26467,19/05/2020,18/05/2020
26468,26469,26468,20/05/2020,24/05/2020
26469,26470,26469,22/05/2020,23/05/2020
26470,26471,26470,18/05/2020,22/05/2020
26471,26472,26471,21/05/2020,19/05/2020
26472,26473,26472,22/05/2020,18/05/2020
26473,26474,26473,18/05/2020,19/05/2020
26474,26475,26474,19/05/2020,22/05/2020
26475,26476,26475,22/05/2020,23/05/2020
26476,26477,26476,19/05/2020,24/05/2020
26477,26478,26477,23/05/2020,19/05/2020
26478,26479,26478,18/05/2020,24/05/2020
26479,26480,26479,19/05/2020,22/05/2020
26480,26481,26480,21/05/2020,21/05/2020
26481,26482,26481,20/05/2020,22/05/2020
26482,26483,26482,21/05/2020,24/05/2020
26483,26484,26483,19/05/2020,19/05/2020
26484,26485,26484,18/05/2020,24/05/2020
26485,26486,26485,22/05/2020,18/05/2020
26486,26487,26486,22/05/2020,20/05/2020
26487,26488,26487,18/05/2020,24/05/2020
26488,26489,26488,23/05/2020,20/05/2020
26489,26490,26489,23/05/2020,24/05/2020
26490,26491,26490,22/05/2020,21/05/2020
26491,26492,26491,19/05/2020,23/05/2020
26492,26493,26492,22/05/2020,22/05/2020
26493,26494,26493,21/05/2020,24/05/2020
26494,26495,26494,20/05/2020,18/05/2020
26495,26496,26495,19/05/2020,18/05/2020
26496,26497,26496,23/05/2020,21/05/2020
26497,26498,26497,20/05/2020,24/05/2020
26498,26499,26498,18/05/2020,19/05/2020
26499,26500,26499,21/05/2020,22/05/2020
26500,26501,26500,20/05/2020,23/05/2020
26501,26502,26501,24/05/2020,21/05/2020
26502,26503,26502,18/05/2020,23/05/2020
26503,26504,26503,18/05/2020,19/05/2020
26504,26505,26504,22/05/2020,23/05/2020
26505,26506,26505,24/05/2020,19/05/2020
26506,26507,26506,20/05/2020,21/05/2020
26507,26508,26507,23/05/2020,19/05/2020
26508,26509,26508,19/05/2020,24/05/2020
26509,26510,26509,23/05/2020,20/05/2020
26510,26511,26510,24/05/2020,21/05/2020
26511,26512,26511,21/05/2020,20/05/2020
26512,26513,26512,18/05/2020,20/05/2020
26513,26514,26513,21/05/2020,24/05/2020
26514,26515,26514,23/05/2020,20/05/2020
26515,26516,26515,20/05/2020,22/05/2020
26516,26517,26516,21/05/2020,19/05/2020
26517,26518,26517,23/05/2020,18/05/2020
26518,26519,26518,23/05/2020,18/05/2020
