NUMOFERTA, IDOPERADOR, IDLUGAR, TIPOLUGAR, HABILITADA, FECHAINICIAL, FECHAFINAL, PRECIO
 23775,23775,23775,habitación hostal,0,13/08/2019,27/12/2019,2158124
 23776,23776,23776,habitación vivienda universitaria,1,08/02/2019,11/02/2018,3536025
 23777,23777,23777,habitación hostal,1,07/08/2019,05/03/2018,1996864
 23778,23778,23778,suite hotel,0,04/02/2018,16/02/2020,2639292
 23779,23779,23779,suite hotel,1,13/11/2019,31/12/2019,3355150
 23780,23780,23780,suite vivienda universitaria,0,20/09/2019,26/10/2018,1663561
 23781,23781,23781,suite hotel,0,11/11/2018,28/05/2019,440028
 23782,23782,23782,suite vivienda universitaria,1,04/12/2018,27/04/2019,2676278
 23783,23783,23783,habitación hostal,0,08/07/2019,23/09/2018,818846
 23784,23784,23784,habitación hotel,0,13/07/2018,01/03/2020,334922
 23785,23785,23785,habitación vivienda universitaria,0,13/08/2019,23/01/2020,983385
 23786,23786,23786,vivienda,0,15/04/2019,10/03/2018,1283063
 23787,23787,23787,vivienda,0,31/05/2018,08/11/2019,891632
 23788,23788,23788,vivienda,0,30/08/2019,16/08/2019,1158795
 23789,23789,23789,habitación hotel,1,10/12/2019,14/03/2018,3839735
 23790,23790,23790,suite vivienda universitaria,1,13/12/2019,07/02/2019,2956270
 23791,23791,23791,habitación vivienda universitaria,0,20/04/2018,11/03/2019,3157265
 23792,23792,23792,vivienda,0,25/10/2019,04/05/2020,3568434
 23793,23793,23793,vivienda,1,11/09/2018,22/02/2018,3402327
 23794,23794,23794,suite vivienda universitaria,1,18/03/2019,11/02/2018,3430861
 23795,23795,23795,habitación hostal,0,05/03/2020,11/06/2019,842619
 23796,23796,23796,vivienda,0,12/01/2019,14/01/2020,1451534
 23797,23797,23797,vivienda,0,26/04/2018,22/11/2018,187219
 23798,23798,23798,habitación vivienda universitaria,1,21/04/2019,22/03/2018,3153444
 23799,23799,23799,vivienda,1,27/02/2018,27/04/2020,1268970
 23800,23800,23800,suite hotel,0,23/10/2019,20/11/2019,1521222
 23801,23801,23801,habitación hostal,1,06/05/2019,13/04/2018,1070272
 23802,23802,23802,habitación hotel,0,17/07/2018,28/05/2018,2495163
 23803,23803,23803,habitación vivienda universitaria,1,24/10/2018,28/10/2018,3491416
 23804,23804,23804,suite hotel,0,12/06/2018,05/05/2018,3010835
 23805,23805,23805,habitación vivienda universitaria,0,16/12/2019,30/10/2018,3749031
 23806,23806,23806,habitación hostal,0,19/01/2018,22/02/2019,3834759
 23807,23807,23807,suite hotel,0,11/04/2018,04/09/2019,1517497
 23808,23808,23808,suite hotel,0,27/08/2019,26/04/2020,2989121
 23809,23809,23809,habitación hostal,0,12/02/2019,09/04/2019,3170350
 23810,23810,23810,habitación hotel,0,07/11/2019,13/09/2018,1829092
 23811,23811,23811,habitación hostal,1,12/04/2019,13/04/2019,1937959
 23812,23812,23812,habitación hostal,1,04/03/2018,17/01/2020,3087582
 23813,23813,23813,habitación hotel,1,21/12/2019,22/02/2020,2941725
 23814,23814,23814,habitación vivienda ,1,04/10/2018,09/12/2019,3009155
 23815,23815,23815,suite hotel,1,03/02/2020,19/03/2019,990333
 23816,23816,23816,habitación vivienda universitaria,1,11/12/2019,30/05/2019,1721289
 23817,23817,23817,habitación hostal,1,16/01/2018,04/05/2020,1478020
 23818,23818,23818,habitación hostal,0,30/01/2020,03/06/2018,809269
 23819,23819,23819,habitación vivienda universitaria,0,06/05/2018,30/05/2018,687938
 23820,23820,23820,vivienda,0,12/12/2018,09/04/2020,2480929
 23821,23821,23821,suite vivienda universitaria,0,27/02/2019,09/08/2018,940201
 23822,23822,23822,suite vivienda universitaria,0,16/05/2018,08/08/2019,3909045
 23823,23823,23823,vivienda,0,11/08/2018,16/04/2019,3693585
 23824,23824,23824,habitación vivienda ,1,18/02/2018,10/04/2020,1009617
 23825,23825,23825,suite hotel,1,03/02/2019,17/08/2018,2921183
 23826,23826,23826,suite hotel,1,14/02/2018,29/04/2019,1771188
 23827,23827,23827,suite vivienda universitaria,0,06/12/2019,25/08/2018,738420
 23828,23828,23828,suite hotel,1,03/10/2018,05/02/2020,254015
 23829,23829,23829,suite hotel,0,06/09/2019,27/12/2019,3303025
 23830,23830,23830,habitación vivienda universitaria,1,03/07/2019,25/07/2018,1415385
 23831,23831,23831,suite hotel,0,09/08/2018,22/01/2019,2265161
 23832,23832,23832,habitación vivienda universitaria,0,06/11/2019,01/09/2019,3110428
 23833,23833,23833,habitación hotel,1,28/12/2019,30/03/2018,3414693
 23834,23834,23834,habitación vivienda universitaria,1,14/10/2018,05/07/2018,658462
 23835,23835,23835,habitación vivienda universitaria,0,05/05/2019,18/05/2019,3171373
 23836,23836,23836,suite vivienda universitaria,1,07/12/2018,23/04/2018,3072213
 23837,23837,23837,suite vivienda universitaria,1,02/09/2019,28/09/2018,868974
 23838,23838,23838,suite vivienda universitaria,1,04/05/2018,03/07/2018,1071265
 23839,23839,23839,habitación vivienda ,1,08/05/2020,03/12/2019,3352377
 23840,23840,23840,habitación hotel,1,22/05/2018,17/12/2019,201297
 23841,23841,23841,vivienda,0,19/09/2019,30/07/2018,3018475
 23842,23842,23842,habitación vivienda ,1,13/02/2019,07/01/2019,2213738
 23843,23843,23843,habitación hostal,0,08/09/2018,01/01/2018,2594695
 23844,23844,23844,habitación hostal,1,09/04/2019,13/07/2018,3359145
 23845,23845,23845,habitación vivienda ,1,19/05/2019,14/05/2020,2143005
 23846,23846,23846,habitación hostal,0,22/02/2020,24/05/2020,1869424
 23847,23847,23847,suite vivienda universitaria,1,14/06/2018,10/03/2018,296233
 23848,23848,23848,suite hotel,0,19/03/2019,24/02/2019,882257
 23849,23849,23849,suite vivienda universitaria,0,13/10/2019,05/05/2018,2903999
 23850,23850,23850,vivienda,1,17/04/2018,13/05/2020,3430851
 23851,23851,23851,habitación vivienda ,0,16/08/2019,13/10/2018,1648333
 23852,23852,23852,suite vivienda universitaria,0,08/08/2019,26/03/2020,957113
 23853,23853,23853,suite vivienda universitaria,0,08/01/2019,16/04/2019,3226890
 23854,23854,23854,habitación vivienda universitaria,1,12/07/2018,18/09/2019,3122708
 23855,23855,23855,habitación hotel,1,27/08/2019,12/05/2019,2369461
 23856,23856,23856,habitación vivienda ,0,18/02/2019,15/05/2019,1621372
 23857,23857,23857,vivienda,1,08/10/2018,02/05/2019,2939741
 23858,23858,23858,habitación hostal,0,01/06/2019,02/02/2018,2209873
 23859,23859,23859,habitación hostal,0,19/10/2018,10/03/2018,834923
 23860,23860,23860,habitación vivienda universitaria,0,21/01/2019,03/05/2020,720556
 23861,23861,23861,vivienda,0,21/02/2020,11/01/2018,2927929
 23862,23862,23862,habitación vivienda ,1,11/02/2018,06/07/2018,422175
 23863,23863,23863,habitación vivienda ,1,03/04/2019,03/07/2018,2364365
 23864,23864,23864,habitación hostal,1,04/10/2019,20/06/2019,2848482
 23865,23865,23865,habitación hostal,0,31/07/2019,13/05/2020,1864806
 23866,23866,23866,suite hotel,0,07/03/2020,11/11/2018,2577007
 23867,23867,23867,suite hotel,1,04/01/2020,21/01/2019,3335149
 23868,23868,23868,habitación vivienda ,0,01/12/2019,27/02/2019,135516
 23869,23869,23869,habitación vivienda ,0,18/12/2019,05/07/2019,195272
 23870,23870,23870,suite vivienda universitaria,0,30/12/2018,27/11/2018,1666841
 23871,23871,23871,habitación vivienda ,1,03/06/2019,15/07/2018,3989053
 23872,23872,23872,vivienda,0,13/01/2019,05/05/2018,3731594
 23873,23873,23873,vivienda,0,04/03/2018,01/06/2018,3458819
 23874,23874,23874,suite vivienda universitaria,1,26/02/2020,20/05/2019,2364425
 23875,23875,23875,habitación vivienda universitaria,0,27/11/2019,03/06/2018,454487
 23876,23876,23876,habitación hotel,1,18/04/2020,21/05/2018,207013
 23877,23877,23877,vivienda,0,05/05/2019,18/05/2020,3403955
 23878,23878,23878,vivienda,1,06/05/2019,29/07/2019,2302272
 23879,23879,23879,suite vivienda universitaria,0,20/11/2019,01/02/2018,528880
 23880,23880,23880,habitación vivienda universitaria,1,10/01/2018,16/01/2020,1983537
 23881,23881,23881,habitación vivienda ,0,14/09/2019,27/08/2018,1284939
 23882,23882,23882,habitación vivienda universitaria,1,17/01/2019,14/01/2020,2303391
 23883,23883,23883,suite hotel,0,31/10/2018,10/01/2020,2947571
 23884,23884,23884,vivienda,1,03/03/2019,13/01/2020,3610192
 23885,23885,23885,suite hotel,0,01/01/2018,22/02/2019,3295905
 23886,23886,23886,suite vivienda universitaria,1,11/06/2018,24/04/2018,1184131
 23887,23887,23887,habitación hostal,0,07/07/2018,07/01/2019,3008798
 23888,23888,23888,suite hotel,0,04/01/2020,13/05/2018,3177658
 23889,23889,23889,habitación hostal,0,30/03/2018,11/03/2020,2061877
 23890,23890,23890,vivienda,1,22/04/2018,22/03/2020,1969789
 23891,23891,23891,habitación hostal,1,07/01/2020,02/12/2019,1769690
 23892,23892,23892,habitación vivienda ,0,24/03/2019,20/08/2019,2443785
 23893,23893,23893,suite hotel,1,01/04/2019,01/03/2019,1739212
 23894,23894,23894,suite hotel,1,27/09/2019,14/03/2020,2438618
 23895,23895,23895,habitación vivienda ,0,23/01/2019,18/05/2020,2077157
 23896,23896,23896,suite vivienda universitaria,0,24/10/2019,22/02/2019,838129
 23897,23897,23897,habitación hostal,0,05/08/2018,19/08/2018,1649390
 23898,23898,23898,habitación vivienda ,0,09/03/2018,19/05/2019,1363656
 23899,23899,23899,habitación hostal,1,18/05/2019,19/02/2019,1429463
 23900,23900,23900,habitación vivienda universitaria,0,29/10/2018,13/08/2019,3062046
 23901,23901,23901,suite hotel,1,03/07/2019,28/09/2018,151553
 23902,23902,23902,habitación vivienda ,0,12/06/2018,06/02/2019,2995910
 23903,23903,23903,vivienda,0,28/09/2018,09/03/2020,1490503
 23904,23904,23904,habitación hotel,0,31/03/2020,30/03/2019,234209
 23905,23905,23905,habitación vivienda universitaria,0,04/05/2018,16/06/2018,425610
 23906,23906,23906,habitación hotel,0,20/07/2019,11/01/2020,1411516
 23907,23907,23907,suite vivienda universitaria,0,26/12/2019,30/07/2018,194458
 23908,23908,23908,suite vivienda universitaria,1,10/04/2019,21/01/2018,3158282
 23909,23909,23909,vivienda,0,19/11/2019,30/07/2019,3365439
 23910,23910,23910,suite hotel,1,28/08/2018,10/12/2018,840912
 23911,23911,23911,suite vivienda universitaria,1,24/04/2019,07/03/2019,479243
 23912,23912,23912,suite vivienda universitaria,0,29/11/2018,23/07/2018,2430665
 23913,23913,23913,habitación vivienda universitaria,0,29/05/2019,10/02/2019,438012
 23914,23914,23914,habitación hostal,1,21/02/2018,30/01/2019,2083637
 23915,23915,23915,suite vivienda universitaria,1,01/02/2018,16/12/2018,2446978
 23916,23916,23916,habitación vivienda universitaria,0,16/09/2019,04/05/2019,2646927
 23917,23917,23917,suite hotel,0,03/02/2020,04/02/2020,2815006
 23918,23918,23918,suite vivienda universitaria,1,09/10/2019,12/01/2020,2801721
 23919,23919,23919,habitación hotel,0,19/08/2019,08/07/2018,2160681
 23920,23920,23920,habitación hotel,1,22/01/2020,19/11/2018,854389
 23921,23921,23921,habitación vivienda ,0,27/12/2018,09/10/2019,3585368
 23922,23922,23922,suite vivienda universitaria,0,28/12/2018,24/01/2018,201609
 23923,23923,23923,suite vivienda universitaria,0,28/01/2019,08/06/2018,3746784
 23924,23924,23924,suite vivienda universitaria,0,14/05/2019,17/12/2019,1448179
 23925,23925,23925,habitación vivienda universitaria,1,24/01/2018,27/06/2018,3223650
 23926,23926,23926,habitación hostal,0,27/06/2019,27/11/2018,2307808
 23927,23927,23927,habitación hotel,1,31/07/2019,02/09/2018,261371
 23928,23928,23928,habitación hotel,1,12/07/2018,01/04/2019,579594
 23929,23929,23929,suite hotel,1,30/04/2019,22/01/2020,3186857
 23930,23930,23930,habitación hotel,0,01/09/2018,19/03/2019,1849024
 23931,23931,23931,suite vivienda universitaria,0,04/09/2018,01/06/2018,2899296
 23932,23932,23932,vivienda,0,13/12/2019,04/09/2018,1611070
 23933,23933,23933,vivienda,1,07/09/2018,21/06/2019,3170638
 23934,23934,23934,habitación vivienda universitaria,1,06/03/2018,27/05/2019,1001758
 23935,23935,23935,habitación vivienda universitaria,1,15/10/2019,12/03/2019,3103118
 23936,23936,23936,suite vivienda universitaria,0,22/03/2018,03/09/2019,3140180
 23937,23937,23937,habitación vivienda universitaria,0,30/05/2019,19/06/2019,546684
 23938,23938,23938,vivienda,0,14/05/2019,02/02/2018,1521759
 23939,23939,23939,vivienda,0,16/10/2018,14/03/2018,1825649
 23940,23940,23940,habitación hotel,0,11/04/2019,26/11/2018,301097
 23941,23941,23941,suite hotel,1,02/07/2019,15/10/2018,938626
 23942,23942,23942,habitación vivienda ,0,14/01/2020,11/10/2018,3418802
 23943,23943,23943,habitación hotel,1,05/12/2018,24/05/2018,2547116
 23944,23944,23944,habitación vivienda universitaria,0,24/10/2018,25/04/2020,1767711
 23945,23945,23945,suite hotel,1,13/04/2019,24/06/2018,2360927
 23946,23946,23946,habitación vivienda universitaria,0,13/06/2018,19/08/2019,3388784
 23947,23947,23947,vivienda,1,03/02/2018,02/02/2020,3909210
 23948,23948,23948,vivienda,0,03/11/2018,28/05/2018,284759
 23949,23949,23949,habitación hotel,0,04/12/2018,24/09/2018,349169
 23950,23950,23950,habitación hotel,0,14/07/2018,12/11/2019,2741070
 23951,23951,23951,habitación vivienda ,1,24/03/2018,12/11/2018,700234
 23952,23952,23952,habitación hotel,1,13/03/2018,16/10/2018,1480662
 23953,23953,23953,suite hotel,1,30/07/2018,26/02/2020,803140
 23954,23954,23954,habitación vivienda universitaria,0,12/02/2018,14/02/2020,3012679
 23955,23955,23955,suite hotel,0,03/08/2019,28/10/2019,1309656
 23956,23956,23956,habitación vivienda ,0,11/11/2019,26/11/2018,130745
 23957,23957,23957,vivienda,1,12/09/2019,29/03/2020,3695515
 23958,23958,23958,habitación hostal,1,08/09/2018,04/03/2019,1365296
 23959,23959,23959,habitación hotel,0,30/01/2020,08/07/2018,1858995
 23960,23960,23960,habitación hostal,1,25/04/2020,06/07/2018,154232
 23961,23961,23961,vivienda,1,22/03/2019,02/06/2019,2691973
 23962,23962,23962,habitación hostal,0,26/06/2018,17/11/2019,847955
 23963,23963,23963,vivienda,0,10/03/2018,21/05/2020,1057526
 23964,23964,23964,suite vivienda universitaria,0,17/01/2018,26/07/2019,1927833
 23965,23965,23965,habitación hotel,1,06/07/2018,19/10/2018,2829946
 23966,23966,23966,habitación vivienda universitaria,1,16/04/2019,06/02/2019,865765
 23967,23967,23967,suite vivienda universitaria,0,23/10/2018,25/02/2018,2755148
 23968,23968,23968,habitación hostal,1,08/09/2019,21/10/2018,2350231
 23969,23969,23969,vivienda,0,29/01/2020,24/05/2020,1157770
 23970,23970,23970,habitación vivienda ,0,20/03/2018,25/11/2019,3887013
 23971,23971,23971,habitación vivienda universitaria,1,13/08/2018,06/09/2018,1765693
 23972,23972,23972,habitación hotel,0,12/12/2018,06/04/2018,2042611
 23973,23973,23973,habitación vivienda universitaria,1,11/03/2018,04/04/2019,1323280
 23974,23974,23974,habitación hostal,1,26/02/2019,09/07/2018,2710800
 23975,23975,23975,habitación vivienda ,0,09/03/2020,20/08/2019,3835896
 23976,23976,23976,habitación hostal,1,25/03/2019,06/07/2019,430174
 23977,23977,23977,vivienda,1,18/07/2018,03/10/2018,1673224
 23978,23978,23978,suite hotel,0,06/02/2020,19/01/2019,226356
 23979,23979,23979,vivienda,0,26/03/2020,30/11/2019,3854080
 23980,23980,23980,habitación hotel,1,28/08/2019,26/11/2018,2878409
 23981,23981,23981,habitación hostal,0,19/03/2018,26/04/2019,3726827
 23982,23982,23982,habitación hostal,0,14/10/2018,12/03/2020,2817820
 23983,23983,23983,habitación hotel,0,26/11/2018,02/04/2020,2929090
 23984,23984,23984,suite hotel,0,21/10/2019,04/09/2019,3780139
 23985,23985,23985,vivienda,0,19/04/2020,19/04/2020,2786881
 23986,23986,23986,habitación hostal,1,06/04/2018,22/03/2019,2263182
 23987,23987,23987,suite hotel,0,22/07/2018,11/03/2018,2182603
 23988,23988,23988,vivienda,1,07/11/2019,21/01/2019,1355822
 23989,23989,23989,habitación vivienda universitaria,0,12/11/2018,25/03/2020,1597380
 23990,23990,23990,suite hotel,1,29/09/2018,01/02/2019,1060908
 23991,23991,23991,suite vivienda universitaria,1,27/04/2019,29/08/2019,2325604
 23992,23992,23992,vivienda,0,26/06/2018,28/07/2018,349047
 23993,23993,23993,suite hotel,0,24/05/2018,04/03/2019,3195203
 23994,23994,23994,habitación vivienda universitaria,1,19/08/2018,01/03/2020,2369703
 23995,23995,23995,suite vivienda universitaria,0,07/06/2019,01/02/2018,1536794
 23996,23996,23996,suite hotel,1,06/04/2018,23/03/2018,2662537
 23997,23997,23997,habitación hostal,0,07/02/2019,05/01/2020,3167629
 23998,23998,23998,suite hotel,0,01/09/2019,21/04/2018,3508580
 23999,23999,23999,vivienda,0,28/11/2019,02/01/2018,1960048
 24000,24000,24000,habitación vivienda universitaria,1,19/12/2018,14/04/2020,1274687
 24001,24001,24001,suite vivienda universitaria,1,24/02/2019,03/01/2018,745729
 24002,24002,24002,habitación vivienda ,0,22/12/2018,21/08/2019,3969682
 24003,24003,24003,habitación vivienda universitaria,0,13/12/2019,07/07/2019,3556668
 24004,24004,24004,habitación vivienda ,1,17/03/2019,30/10/2019,3297423
 24005,24005,24005,habitación hostal,0,08/03/2019,24/10/2019,3603063
 24006,24006,24006,habitación hostal,0,28/03/2018,30/03/2018,3800094
 24007,24007,24007,habitación vivienda universitaria,0,20/07/2019,21/11/2019,1502208
 24008,24008,24008,vivienda,0,17/01/2020,23/09/2018,2573001
 24009,24009,24009,habitación vivienda ,1,21/05/2019,16/02/2020,3161285
 24010,24010,24010,suite vivienda universitaria,0,10/05/2019,17/10/2019,3296718
 24011,24011,24011,habitación vivienda universitaria,1,08/02/2018,15/08/2019,3737403
 24012,24012,24012,habitación hostal,1,08/08/2018,01/09/2019,3040847
 24013,24013,24013,habitación vivienda ,1,16/04/2019,26/03/2019,630929
 24014,24014,24014,habitación vivienda universitaria,0,16/04/2020,06/08/2019,1519400
 24015,24015,24015,habitación vivienda universitaria,1,20/04/2019,27/02/2020,2174951
 24016,24016,24016,vivienda,1,20/05/2020,09/11/2018,969424
 24017,24017,24017,habitación vivienda universitaria,1,09/01/2019,13/05/2019,2160488
 24018,24018,24018,vivienda,0,02/03/2019,14/11/2019,1475135
 24019,24019,24019,habitación vivienda universitaria,1,30/06/2018,15/07/2019,677935
 24020,24020,24020,habitación vivienda ,1,21/03/2018,19/09/2019,1176501
 24021,24021,24021,habitación hotel,0,25/01/2019,06/06/2019,3142729
 24022,24022,24022,vivienda,0,27/05/2019,15/03/2018,2124744
 24023,24023,24023,suite vivienda universitaria,0,05/03/2018,27/04/2019,3256054
 24024,24024,24024,suite hotel,0,06/09/2019,07/01/2019,1178294
 24025,24025,24025,habitación hostal,1,24/03/2018,16/05/2018,1909494
 24026,24026,24026,habitación vivienda universitaria,1,09/10/2019,03/05/2020,2853617
 24027,24027,24027,habitación vivienda ,1,22/01/2019,06/11/2019,944366
 24028,24028,24028,habitación vivienda universitaria,1,08/09/2019,17/10/2018,3376031
 24029,24029,24029,vivienda,0,16/06/2019,06/11/2019,1961466
 24030,24030,24030,habitación vivienda universitaria,0,29/08/2018,09/05/2019,1892707
 24031,24031,24031,habitación vivienda ,0,10/12/2018,29/06/2019,303173
 24032,24032,24032,vivienda,1,07/10/2018,01/12/2019,233516
 24033,24033,24033,habitación hostal,1,05/12/2018,28/12/2019,3205429
 24034,24034,24034,vivienda,1,26/02/2020,10/01/2020,3135208
 24035,24035,24035,habitación vivienda ,1,10/06/2019,10/01/2019,3428944
 24036,24036,24036,suite hotel,1,11/05/2020,11/10/2018,500981
 24037,24037,24037,habitación hostal,0,19/01/2018,04/10/2018,2511387
