ID,TIPO,NOMBRE
26659,Miembro comunidad,El sol
26660,Miembro comunidad,Hilton
26661,Empreza vivienda univercitaria,Panamericana
26662,Hotel,SisTrans
26663,Hostal,Panamericana
26664,Hotel,SeneK
26665,vecino,SisTrans
26666,Empreza vivienda univercitaria,SeneK
26667,Hotel,City U 
26668,Empreza vivienda univercitaria,Livin
26669,Hostal,Tostao
26670,Empreza vivienda univercitaria,El Mono
26671,Miembro comunidad,Livin
26672,Hostal,El Mono
26673,Miembro comunidad,Hilton
26674,Empreza vivienda univercitaria,Unal
26675,Hostal,Livin
26676,Hotel,SeneK
26677,Hotel,SeneK
26678,Hostal,Livin
26679,Empreza vivienda univercitaria,Hilton
26680,vecino,Tostao
26681,Hostal,Panamericana
26682,Empreza vivienda univercitaria,Hilton
26683,vecino,Panamericana
26684,Empreza vivienda univercitaria,SisTrans
26685,Empreza vivienda univercitaria,Operaciones b
26686,Hotel,El Mono
26687,Empreza vivienda univercitaria,SeneK
26688,Hostal,Uni
26689,Empreza vivienda univercitaria,Unal
26690,vecino,Panamericana
26691,Miembro comunidad,Unal
26692,Empreza vivienda univercitaria,Unal
26693,Empreza vivienda univercitaria,El Mono
26694,Hostal,Uni
26695,vecino,Livin
26696,Hostal,City U 
26697,Hostal,Avianca
26698,Miembro comunidad,Unal
26699,Miembro comunidad,Panamericana
26700,Empreza vivienda univercitaria,Operaciones b
26701,vecino,Tostao
26702,vecino,Unal
26703,Hostal,SeneK
26704,vecino,Livin
26705,Hostal,Panamericana
26706,Hostal,Avianca
26707,Empreza vivienda univercitaria,SeneK
26708,vecino,Uni
26709,Hotel,El Mono
26710,vecino,SeneK
26711,vecino,City U 
26712,Hostal,SisTrans
26713,Hostal,El sol
26714,Hostal,Panamericana
26715,Hotel,Avianca
26716,vecino,SisTrans
26717,Empreza vivienda univercitaria,Avianca
26718,Hotel,Panamericana
26719,Hostal,SeneK
26720,Empreza vivienda univercitaria,SeneK
26721,Miembro comunidad,Uni
26722,vecino,Operaciones b
26723,Hotel,El Mono
26724,vecino,Tostao
26725,Empreza vivienda univercitaria,El Mono
26726,Hostal,Unal
26727,Hostal,Uni
26728,Hostal,Unal
26729,Hostal,Uni
26730,Empreza vivienda univercitaria,Operaciones b
26731,Hostal,El Mono
26732,Empreza vivienda univercitaria,Uni
26733,Hotel,Unal
26734,vecino,Avianca
26735,Hostal,Unal
26736,Hotel,Avianca
26737,Hotel,Tostao
26738,Miembro comunidad,El sol
26739,vecino,Avianca
26740,Hostal,Tostao
26741,Empreza vivienda univercitaria,City U 
26742,Miembro comunidad,City U 
26743,vecino,City U 
26744,Empreza vivienda univercitaria,Avianca
26745,vecino,City U 
26746,Hotel,Unal
26747,Hostal,Livin
26748,Empreza vivienda univercitaria,City U 
26749,Hostal,El sol
26750,Hotel,SisTrans
26751,Miembro comunidad,SeneK
26752,Empreza vivienda univercitaria,Livin
26753,Hostal,Panamericana
26754,Hotel,Livin
26755,Empreza vivienda univercitaria,Tostao
26756,Miembro comunidad,Panamericana
26757,Hotel,Hilton
26758,Empreza vivienda univercitaria,Uni
26759,Miembro comunidad,City U 
26760,Miembro comunidad,Operaciones b
26761,vecino,City U 
26762,vecino,El Mono
26763,vecino,El sol
26764,Hotel,Operaciones b
26765,Empreza vivienda univercitaria,Tostao
26766,Hostal,Hilton
26767,Empreza vivienda univercitaria,El Mono
26768,Empreza vivienda univercitaria,Unal
26769,vecino,SeneK
26770,Hotel,Unal
26771,Empreza vivienda univercitaria,SisTrans
26772,Empreza vivienda univercitaria,Hilton
26773,Miembro comunidad,Tostao
26774,Miembro comunidad,SisTrans
26775,Hostal,SeneK
26776,Miembro comunidad,SeneK
26777,Empreza vivienda univercitaria,Hilton
26778,Hotel,Livin
26779,Hostal,SeneK
26780,Hotel,Tostao
26781,vecino,Unal
26782,Miembro comunidad,El sol
26783,Hostal,Avianca
26784,Miembro comunidad,Unal
26785,vecino,El Mono
26786,Hostal,Panamericana
26787,Hostal,Hilton
26788,Hotel,Operaciones b
26789,Empreza vivienda univercitaria,Operaciones b
26790,Empreza vivienda univercitaria,City U 
26791,vecino,SisTrans
26792,Miembro comunidad,Livin
26793,vecino,SeneK
26794,Hotel,Livin
26795,Miembro comunidad,Uni
26796,vecino,El sol
26797,Hostal,Livin
26798,Hotel,City U 
26799,Hostal,Livin
26800,Hotel,El Mono
26801,Miembro comunidad,City U 
26802,Hotel,City U 
26803,Hostal,SisTrans
26804,Hotel,Panamericana
26805,Empreza vivienda univercitaria,Hilton
26806,Miembro comunidad,Unal
26807,vecino,SeneK
26808,Hostal,Hilton
26809,Hostal,El Mono
26810,Hotel,Tostao
26811,Hostal,Avianca
26812,vecino,Unal
26813,Hostal,El Mono
26814,Empreza vivienda univercitaria,Avianca
26815,vecino,El sol
26816,Empreza vivienda univercitaria,SisTrans
26817,vecino,Panamericana
26818,Hotel,Unal
26819,Hostal,Hilton
26820,Empreza vivienda univercitaria,Livin
26821,vecino,Avianca
26822,vecino,El Mono
26823,vecino,Panamericana
26824,Hotel,Panamericana
26825,Hotel,SisTrans
26826,Hostal,Hilton
26827,Miembro comunidad,Uni
26828,vecino,Hilton
26829,Empreza vivienda univercitaria,El Mono
26830,vecino,El Mono
26831,vecino,Livin
26832,Hostal,Operaciones b
26833,Miembro comunidad,Panamericana
26834,Hotel,El sol
26835,Hostal,City U 
26836,Miembro comunidad,Tostao
26837,Hotel,Uni
26838,Hotel,Livin
26839,vecino,Operaciones b
26840,Hotel,City U 
26841,Miembro comunidad,City U 
26842,Empreza vivienda univercitaria,El Mono
26843,Miembro comunidad,SeneK
26844,Miembro comunidad,City U 
26845,Hotel,Livin
26846,Hostal,Hilton
26847,Hostal,SeneK
26848,Miembro comunidad,Uni
26849,Empreza vivienda univercitaria,SisTrans
26850,Hotel,SeneK
26851,Miembro comunidad,El sol
26852,Hostal,Panamericana
26853,Hostal,Uni
26854,vecino,Livin
26855,Hostal,City U 
26856,Hotel,SisTrans
26857,Miembro comunidad,Hilton
26858,Hotel,SisTrans
26859,Miembro comunidad,City U 
26860,vecino,Operaciones b
26861,Hotel,El Mono
26862,Empreza vivienda univercitaria,SisTrans
26863,Empreza vivienda univercitaria,Tostao
26864,Hotel,Panamericana
26865,Hotel,El Mono
26866,Hostal,El sol
26867,Miembro comunidad,Uni
26868,Hostal,Tostao
26869,Hostal,Operaciones b
26870,Empreza vivienda univercitaria,El sol
26871,Miembro comunidad,Panamericana
26872,Miembro comunidad,Tostao
26873,Empreza vivienda univercitaria,Hilton
26874,Miembro comunidad,Avianca
26875,Empreza vivienda univercitaria,Panamericana
26876,vecino,Hilton
26877,Empreza vivienda univercitaria,Uni
26878,vecino,Hilton
26879,Miembro comunidad,Operaciones b
26880,Empreza vivienda univercitaria,Uni
26881,Empreza vivienda univercitaria,Hilton
26882,Miembro comunidad,El Mono
26883,Miembro comunidad,SeneK
26884,Empreza vivienda univercitaria,Unal
26885,Empreza vivienda univercitaria,SeneK
26886,Hostal,SeneK
26887,Empreza vivienda univercitaria,Uni
26888,Miembro comunidad,Avianca
26889,Miembro comunidad,Avianca
26890,vecino,Livin
26891,Miembro comunidad,City U 
26892,vecino,Hilton
26893,Hotel,City U 
26894,Empreza vivienda univercitaria,Avianca
26895,Hotel,Tostao
26896,vecino,Operaciones b
26897,Hotel,Panamericana
26898,Hotel,Unal
26899,Miembro comunidad,Tostao
26900,vecino,City U 
26901,Miembro comunidad,Hilton
26902,Empreza vivienda univercitaria,Tostao
26903,Hotel,El sol
26904,vecino,Panamericana
26905,Empreza vivienda univercitaria,SisTrans
26906,Hotel,SeneK
26907,Empreza vivienda univercitaria,Unal
26908,Hostal,Avianca
26909,Hotel,City U 
26910,Hostal,Panamericana
26911,Hostal,Uni
26912,Hostal,Panamericana
26913,Hotel,El sol
26914,Hostal,SisTrans
26915,Hotel,El Mono
26916,Hotel,Tostao
26917,Empreza vivienda univercitaria,City U 
26918,Hotel,Livin
26919,Hostal,El Mono
26920,vecino,SeneK
26921,Hotel,Unal
26922,Miembro comunidad,Avianca
26923,Hotel,City U 
26924,Hostal,El sol
26925,Hostal,Panamericana
26926,Hostal,City U 
26927,Hotel,City U 
26928,Empreza vivienda univercitaria,Unal
26929,Hotel,Livin
26930,Hostal,SisTrans
26931,Hostal,Panamericana
26932,Empreza vivienda univercitaria,City U 
26933,Hotel,City U 
26934,Miembro comunidad,Livin
26935,Empreza vivienda univercitaria,SisTrans
26936,Empreza vivienda univercitaria,Livin
26937,Hostal,Livin
26938,Hostal,Panamericana
26939,Hostal,SeneK
26940,Hotel,Operaciones b
26941,vecino,Avianca
26942,Empreza vivienda univercitaria,Hilton
26943,Empreza vivienda univercitaria,Uni
26944,vecino,Avianca
26945,Hotel,Tostao
26946,Miembro comunidad,Panamericana
26947,Hostal,Livin
26948,Hotel,Unal
26949,Hotel,Hilton
26950,Empreza vivienda univercitaria,Operaciones b
26951,Hostal,Panamericana
26952,Hostal,SeneK
26953,Empreza vivienda univercitaria,Hilton
26954,Miembro comunidad,Panamericana
26955,Hotel,Livin
26956,Hotel,Tostao
26957,vecino,Unal
26958,Miembro comunidad,Hilton
26959,Hostal,Panamericana
26960,Hostal,Livin
26961,Hostal,El sol
26962,Miembro comunidad,Uni
26963,Hotel,Tostao
26964,vecino,SisTrans
26965,vecino,El sol
26966,vecino,Panamericana
26967,Empreza vivienda univercitaria,Tostao
26968,Hotel,Tostao
26969,Hotel,Uni
26970,Hostal,Hilton
26971,Hostal,El Mono
26972,Empreza vivienda univercitaria,Hilton
26973,Hotel,El sol
26974,Miembro comunidad,SisTrans
26975,Hostal,SeneK
26976,Hostal,Avianca
26977,vecino,City U 
26978,vecino,Operaciones b
26979,Hostal,Uni
26980,Empreza vivienda univercitaria,SeneK
26981,Hostal,Operaciones b
26982,Hotel,Livin
26983,Hostal,Livin
26984,Hostal,Tostao
26985,Hostal,Livin
26986,Hostal,Hilton
26987,Empreza vivienda univercitaria,City U 
26988,vecino,Livin
26989,Empreza vivienda univercitaria,SeneK
26990,Empreza vivienda univercitaria,SisTrans
26991,vecino,Uni
26992,Miembro comunidad,El sol
26993,Miembro comunidad,Tostao
26994,Empreza vivienda univercitaria,SisTrans
26995,Miembro comunidad,Avianca
26996,vecino,Hilton
26997,Hotel,City U 
26998,vecino,Unal
26999,Empreza vivienda univercitaria,Operaciones b
27000,Empreza vivienda univercitaria,City U 
27001,Hostal,City U 
27002,Miembro comunidad,Hilton
27003,Miembro comunidad,Hilton
27004,vecino,Uni
27005,vecino,Panamericana
27006,Hostal,SeneK
27007,Empreza vivienda univercitaria,SisTrans
27008,vecino,Panamericana
27009,Miembro comunidad,Panamericana
27010,Hostal,City U 
27011,vecino,Operaciones b
27012,vecino,Avianca
27013,vecino,Operaciones b
27014,Hostal,SisTrans
27015,Hostal,Unal
27016,Empreza vivienda univercitaria,Avianca
27017,Empreza vivienda univercitaria,SisTrans
27018,Empreza vivienda univercitaria,Unal
27019,Hostal,Panamericana
27020,Hostal,Panamericana
27021,vecino,Uni
27022,vecino,Hilton
27023,Miembro comunidad,Unal
27024,Hotel,Panamericana
27025,Empreza vivienda univercitaria,SisTrans
27026,Hotel,Livin
27027,Hostal,Uni
27028,Hotel,Tostao
27029,Hotel,El sol
27030,Hotel,Operaciones b
27031,Empreza vivienda univercitaria,Panamericana
27032,Hotel,El sol
27033,Miembro comunidad,Tostao
27034,Miembro comunidad,City U 
27035,Hotel,Hilton
27036,Hostal,Unal
27037,Hostal,Unal
27038,vecino,Tostao
27039,vecino,Avianca
27040,Hostal,El sol
27041,Miembro comunidad,Uni
27042,Miembro comunidad,City U 
27043,Miembro comunidad,Uni
27044,Empreza vivienda univercitaria,SisTrans
27045,Hotel,Livin
27046,Hotel,Hilton
27047,Miembro comunidad,SeneK
27048,vecino,SeneK
27049,vecino,SeneK
27050,Empreza vivienda univercitaria,SeneK
27051,Hotel,Hilton
27052,Miembro comunidad,Avianca
27053,Hostal,Tostao
27054,Hostal,Operaciones b
27055,vecino,Livin
27056,Miembro comunidad,Livin
27057,Hotel,El Mono
27058,vecino,Uni
27059,Hostal,Panamericana
27060,Hotel,Livin
27061,Miembro comunidad,Hilton
27062,vecino,Avianca
27063,vecino,El Mono
27064,Hotel,Operaciones b
27065,Miembro comunidad,Livin
27066,Miembro comunidad,Avianca
27067,Miembro comunidad,SisTrans
27068,Miembro comunidad,Uni
27069,vecino,Avianca
27070,Miembro comunidad,City U 
27071,vecino,Tostao
27072,Miembro comunidad,Livin
27073,Hotel,SisTrans
27074,Empreza vivienda univercitaria,El Mono
27075,Hostal,Avianca
27076,vecino,El Mono
27077,Hotel,Unal
27078,vecino,El Mono
27079,Hostal,Operaciones b
27080,Empreza vivienda univercitaria,Uni
27081,Empreza vivienda univercitaria,Panamericana
27082,Hostal,Panamericana
27083,Hostal,City U 
27084,Hotel,El Mono
27085,Empreza vivienda univercitaria,Panamericana
27086,Hotel,Unal
27087,Empreza vivienda univercitaria,SisTrans
27088,Hostal,City U 
27089,Empreza vivienda univercitaria,Avianca
27090,Miembro comunidad,El Mono
27091,Empreza vivienda univercitaria,SisTrans
27092,Hotel,El Mono
27093,Hostal,Operaciones b
27094,Empreza vivienda univercitaria,Unal
27095,Empreza vivienda univercitaria,Tostao
27096,Miembro comunidad,City U 
27097,vecino,El Mono
27098,vecino,Avianca
27099,Empreza vivienda univercitaria,SisTrans
27100,Empreza vivienda univercitaria,Hilton
27101,Hostal,Panamericana
27102,Hotel,Tostao
27103,Hotel,Operaciones b
27104,Hotel,SisTrans
27105,Miembro comunidad,Hilton
27106,Hotel,Panamericana
27107,Miembro comunidad,City U 
27108,Hotel,Panamericana
27109,Hotel,El Mono
27110,Miembro comunidad,SeneK
27111,vecino,SisTrans
27112,Hostal,Unal
27113,vecino,City U 
27114,vecino,SisTrans
27115,Empreza vivienda univercitaria,Panamericana
27116,Hotel,Panamericana
27117,vecino,Livin
27118,Hostal,El Mono
27119,Hotel,Livin
27120,vecino,Operaciones b
27121,Hotel,SeneK
27122,Hostal,Uni
27123,Empreza vivienda univercitaria,Panamericana
27124,vecino,Panamericana
27125,Miembro comunidad,Tostao
27126,Miembro comunidad,Hilton
27127,Miembro comunidad,Avianca
27128,Hostal,City U 
27129,Miembro comunidad,Panamericana
27130,Hotel,Panamericana
27131,Hotel,Hilton
27132,Hotel,El sol
27133,Miembro comunidad,El Mono
27134,Hostal,Avianca
27135,Miembro comunidad,Hilton
27136,Hotel,SisTrans
27137,vecino,Livin
27138,vecino,Avianca
27139,vecino,City U 
27140,Empreza vivienda univercitaria,Uni
27141,Hotel,City U 
27142,Miembro comunidad,Tostao
27143,Empreza vivienda univercitaria,Unal
27144,Miembro comunidad,Avianca
27145,Hostal,Panamericana
27146,Miembro comunidad,Livin
27147,Miembro comunidad,Uni
27148,Miembro comunidad,Tostao
27149,Hotel,Unal
27150,Hostal,Avianca
27151,vecino,Avianca
27152,Hotel,El Mono
27153,vecino,Avianca
27154,Miembro comunidad,City U 
27155,Hotel,Tostao
27156,Hostal,El sol
27157,Miembro comunidad,Unal
27158,Miembro comunidad,Hilton
27159,Hostal,Hilton
27160,vecino,Panamericana
27161,Empreza vivienda univercitaria,Livin
27162,vecino,El sol
27163,vecino,City U 
27164,Miembro comunidad,Avianca
27165,vecino,Hilton
27166,Hostal,El Mono
27167,Miembro comunidad,City U 
27168,Hostal,SeneK
27169,Miembro comunidad,Operaciones b
27170,Empreza vivienda univercitaria,SeneK
27171,vecino,El Mono
27172,Hotel,SisTrans
27173,Miembro comunidad,Avianca
27174,vecino,Operaciones b
27175,vecino,El Mono
27176,Miembro comunidad,SeneK
27177,Hotel,SisTrans
27178,Empreza vivienda univercitaria,Avianca
27179,Empreza vivienda univercitaria,Tostao
27180,Miembro comunidad,Livin
27181,Miembro comunidad,SisTrans
27182,Hostal,El sol
27183,Hostal,Hilton
27184,Miembro comunidad,El Mono
27185,Hotel,City U 
27186,Hotel,Hilton
27187,Empreza vivienda univercitaria,City U 
27188,Hostal,El sol
27189,Empreza vivienda univercitaria,Hilton
27190,Hotel,Avianca
27191,Miembro comunidad,El sol
27192,Empreza vivienda univercitaria,Livin
27193,Empreza vivienda univercitaria,Tostao
27194,Hostal,SeneK
27195,Hostal,Operaciones b
27196,Hostal,SeneK
27197,Miembro comunidad,Unal
27198,Empreza vivienda univercitaria,Livin
27199,Hotel,Tostao
27200,Hotel,Hilton
27201,Hostal,Livin
27202,vecino,Unal
27203,Miembro comunidad,El sol
27204,Hostal,Panamericana
27205,vecino,El sol
27206,Empreza vivienda univercitaria,SisTrans
27207,Hostal,Hilton
27208,Hostal,Hilton
27209,Empreza vivienda univercitaria,Uni
27210,Empreza vivienda univercitaria,Livin
27211,Hostal,SeneK
27212,Hostal,Operaciones b
27213,Hostal,Uni
27214,vecino,City U 
27215,vecino,Hilton
27216,vecino,Panamericana
27217,Hotel,Livin
27218,vecino,Panamericana
27219,Hostal,SisTrans
27220,Miembro comunidad,El Mono
27221,Miembro comunidad,SisTrans
27222,Miembro comunidad,SeneK
27223,Miembro comunidad,Operaciones b
27224,Empreza vivienda univercitaria,Avianca
27225,Hostal,Avianca
27226,Miembro comunidad,Avianca
27227,Miembro comunidad,City U 
27228,Empreza vivienda univercitaria,El Mono
27229,Hostal,El Mono
27230,Hostal,Livin
27231,Hostal,City U 
27232,Miembro comunidad,Tostao
27233,Hostal,Unal
27234,Miembro comunidad,Unal
27235,Empreza vivienda univercitaria,Avianca
27236,Miembro comunidad,Livin
27237,Empreza vivienda univercitaria,City U 
27238,Empreza vivienda univercitaria,Uni
27239,Hotel,Livin
27240,Hotel,El sol
27241,Hotel,Unal
27242,Hotel,El sol
27243,Miembro comunidad,Avianca
27244,Hostal,El sol
27245,vecino,Avianca
27246,vecino,Panamericana
27247,Hotel,Avianca
27248,vecino,El Mono
27249,Hostal,Hilton
27250,Hostal,Tostao
27251,vecino,Livin
27252,Hotel,City U 
27253,Hotel,Operaciones b
27254,Empreza vivienda univercitaria,Livin
27255,Miembro comunidad,SisTrans
27256,Hostal,Operaciones b
27257,Hotel,Hilton
27258,vecino,Avianca
27259,Hotel,Hilton
27260,Hostal,El Mono
27261,Empreza vivienda univercitaria,Livin
27262,vecino,Livin
27263,Hotel,Panamericana
27264,Miembro comunidad,Operaciones b
27265,vecino,SeneK
27266,Miembro comunidad,SisTrans
27267,Empreza vivienda univercitaria,City U 
27268,Hostal,Livin
27269,Miembro comunidad,SeneK
27270,Miembro comunidad,El Mono
27271,Miembro comunidad,Hilton
27272,Empreza vivienda univercitaria,Unal
27273,vecino,Livin
27274,Miembro comunidad,SeneK
27275,Empreza vivienda univercitaria,SeneK
27276,Hostal,Avianca
27277,vecino,SisTrans
27278,Miembro comunidad,Unal
27279,Hotel,SeneK
27280,Miembro comunidad,Tostao
27281,Empreza vivienda univercitaria,El Mono
27282,vecino,SisTrans
27283,Hostal,City U 
27284,vecino,SisTrans
27285,Empreza vivienda univercitaria,Panamericana
27286,Hostal,Operaciones b
27287,Miembro comunidad,Panamericana
27288,Empreza vivienda univercitaria,Tostao
27289,Hostal,El sol
27290,Hostal,Livin
27291,Hotel,El Mono
27292,Hotel,El Mono
27293,vecino,Unal
27294,Miembro comunidad,Avianca
27295,Empreza vivienda univercitaria,Uni
27296,Miembro comunidad,Panamericana
27297,vecino,El sol
27298,Empreza vivienda univercitaria,City U 
27299,Hotel,Operaciones b
27300,Empreza vivienda univercitaria,Unal
27301,Empreza vivienda univercitaria,Avianca
27302,Hotel,El sol
27303,Empreza vivienda univercitaria,El Mono
27304,Hotel,Uni
27305,Hostal,Tostao
27306,Hostal,SeneK
27307,vecino,El sol
27308,vecino,Panamericana
27309,vecino,Avianca
27310,vecino,El Mono
27311,Hostal,Avianca
27312,Miembro comunidad,El sol
27313,Hostal,Unal
27314,vecino,Avianca
27315,Hotel,El sol
27316,Hostal,Unal
27317,Empreza vivienda univercitaria,El Mono
27318,Hotel,Hilton
27319,Hostal,El sol
27320,Empreza vivienda univercitaria,Uni
27321,Empreza vivienda univercitaria,Uni
27322,Hostal,Hilton
27323,Empreza vivienda univercitaria,Operaciones b
27324,vecino,SisTrans
27325,Hotel,Uni
27326,Empreza vivienda univercitaria,Operaciones b
27327,Hotel,Operaciones b
27328,Empreza vivienda univercitaria,Livin
27329,Empreza vivienda univercitaria,Tostao
27330,Empreza vivienda univercitaria,Unal
27331,Miembro comunidad,Unal
27332,Hostal,City U 
27333,vecino,Tostao
27334,Hostal,City U 
27335,Empreza vivienda univercitaria,El Mono
27336,Hotel,Operaciones b
27337,Empreza vivienda univercitaria,Tostao
27338,Hotel,SeneK
27339,Hostal,Tostao
27340,Miembro comunidad,Avianca
27341,Hotel,Tostao
27342,Empreza vivienda univercitaria,SeneK
27343,Miembro comunidad,Uni
27344,Hotel,SisTrans
27345,Hotel,El sol
27346,Hostal,SisTrans
27347,Hotel,Tostao
27348,Hostal,Avianca
27349,Empreza vivienda univercitaria,Hilton
27350,Empreza vivienda univercitaria,SisTrans
27351,Miembro comunidad,Unal
27352,Hostal,Uni
27353,Hotel,Tostao
27354,vecino,Operaciones b
27355,Miembro comunidad,Uni
27356,Miembro comunidad,SeneK
27357,Hostal,Avianca
27358,Miembro comunidad,SeneK
27359,Hostal,Unal
27360,Hostal,SisTrans
27361,Hostal,El Mono
27362,vecino,Tostao
27363,Hotel,SeneK
27364,Hostal,Unal
27365,Hostal,Operaciones b
27366,Hostal,Uni
27367,Hotel,SeneK
27368,vecino,El Mono
27369,Hotel,El sol
27370,vecino,Tostao
27371,Hostal,Hilton
27372,Empreza vivienda univercitaria,Hilton
27373,Empreza vivienda univercitaria,Avianca
27374,Miembro comunidad,Unal
27375,vecino,Avianca
