ID, NOMBRE, REGISTROCAMARACOMERCIO, TIENESALAESTUDIO, TIENESALAESPARCIMIENTO, TIENEGIMNASIO, TIENERESTAURANTE 
 inceptos habitant vitae,70663  Chile Ln.,34226,34226,0,1,0,1
 Quisque non Curabitur,73953 North Fairfax Ln.,34227,34227,1,1,1,1
 eros mattis Class,69197  Hungary Ct.,34228,34228,0,1,1,0
 Mauris varius ridiculus,82051 West Berkeley St.,34229,34229,1,0,0,1
 justo suscipit mus,48400 North Los Alamitos Ct.,34230,34230,0,1,1,0
 ridiculus Suspendisse convallis,94843 North Christmas Island Ln.,34231,34231,1,1,0,1
 dui litora Proin,3465 East Kazakhstan St.,34232,34232,1,1,1,1
 mattis ornare Sed,1301 West Bermuda Way,34233,34233,1,0,1,0
 sodales ac consectetuer,98909 North Afghanistan Blvd.,34234,34234,1,1,0,1
 porttitor ultricies cursus,65960 East Albania Way,34235,34235,0,1,1,0
 auctor hendrerit Cras,87138 West Chad Ave.,34236,34236,1,1,0,0
 Nullam in odio,24298 South Suriname St.,34237,34237,0,1,1,1
 Quisque dui vestibulum,15715 North New Caledonia St.,34238,34238,0,0,0,0
 sociis ultrices condimentum,96472 East South Africa Ln.,34239,34239,1,0,1,1
 ac eros Ut,28738 North Sierra Leone Blvd.,34240,34240,0,1,1,1
 porta gravida porttitor,24237 North Bay City Blvd.,34241,34241,0,0,1,1
 nonummy netus porta,2619 East Bosnia and Herzegovina Ln.,34242,34242,0,0,0,0
 egestas scelerisque ridiculus,20696 South Moldova Blvd.,34243,34243,0,0,0,1
 fermentum rhoncus volutpat,65158  Central African Republic Ct.,34244,34244,0,0,0,1
 sit ipsum Phasellus,82975 South El Salvador Ln.,34245,34245,1,0,1,1
 accumsan lacus ornare,4115  Brunei Darussalam St.,34246,34246,0,1,0,1
 habitant neque eleifend,19380 West Central African Republic Blvd.,34247,34247,1,1,0,1
 gravida elit ullamcorper,6991 West Seychelles Ct.,34248,34248,0,0,0,0
 hendrerit accumsan viverra,98421 North Brazil Ln.,34249,34249,1,0,0,1
 erat per tempor,65648 East Gibraltar Ct.,34250,34250,1,1,1,0
 senectus facilisi facilisis,99187 West Antarctica Blvd.,34251,34251,0,0,1,0
 vehicula mollis ut,35813 West Belleville Ln.,34252,34252,1,0,1,1
 mauris fermentum Proin,96575  Pakistan Ct.,34253,34253,0,0,1,0
 dis nibh montes,20521  Los Alamitos Ct.,34254,34254,1,1,0,0
 pretium ullamcorper euismod,97644 West Goose Creek Ave.,34255,34255,0,1,0,0
 parturient In et,35373 East Haiti Way,34256,34256,0,0,1,0
 commodo blandit Aenean,73957  Angola Ct.,34257,34257,1,1,1,0
 scelerisque aptent Curae,48617 West Gastonia Blvd.,34258,34258,1,1,1,1
 ultrices libero ultricies,87307 West Nigeria Ln.,34259,34259,0,0,0,1
 odio risus congue,62540  Cameroon Blvd.,34260,34260,0,1,1,0
 varius netus tellus,76519 East Morocco Blvd.,34261,34261,1,1,0,1
 suscipit venenatis ornare,43045 South Vanuatu Ave.,34262,34262,0,1,1,1
 eros Quisque nec,66948 South Gambia St.,34263,34263,0,0,1,1
 Curabitur tincidunt tincidunt,75827 West Albania Ct.,34264,34264,1,1,1,0
 Lorem Vivamus sollicitudin,70890 South Bremerton St.,34265,34265,0,1,0,1
 pellentesque parturient varius,35284 North United States Minor Outlying Islands St.,34266,34266,1,0,0,0
 fringilla sociosqu cursus,41505 South Jersey City Ave.,34267,34267,1,0,0,0
 turpis ullamcorper netus,25185 East Kyrgyzstan Way,34268,34268,0,0,0,0
 ultricies consequat arcu,95575 South Micronesia Way,34269,34269,1,0,1,1
 bibendum in Curae,96602 South Saint Helena Ln.,34270,34270,0,0,0,1
 mollis pede accumsan,24827 North Venezuela Way,34271,34271,1,1,0,0
 lobortis Nulla libero,34935 South Canada Blvd.,34272,34272,0,1,1,1
 laoreet at facilisis,95852 North Norton Blvd.,34273,34273,0,1,0,0
 adipiscing sem pede,30362 West Chandler Ave.,34274,34274,0,0,0,0
 Vestibulum augue eleifend,51101 South Bosnia and Herzegovina Ln.,34275,34275,0,0,0,1
 at bibendum Curabitur,13817 North Brea St.,34276,34276,0,1,0,1
 sem Nunc Morbi,75133 West Norfolk Island Ave.,34277,34277,0,1,0,1
 elementum ridiculus sociosqu,60098  Eugene Ln.,34278,34278,1,1,0,0
 fermentum urna eleifend,89329 East Oneonta Ave.,34279,34279,0,1,0,0
 facilisis scelerisque diam,63029 East Del Rio Way,34280,34280,0,0,0,0
 nostra enim venenatis,76307 North Mozambique Ct.,34281,34281,1,1,0,0
 nonummy per pharetra,26984 West Edina Blvd.,34282,34282,1,1,1,1
 facilisi malesuada nunc,12732 South Switzerland Ct.,34283,34283,1,0,1,1
 aliquam elementum scelerisque,19695 North Albania Ct.,34284,34284,1,0,0,0
 a natoque feugiat,23586 East Pocatello Blvd.,34285,34285,1,1,1,1
 non convallis Etiam,14193 East Italy Blvd.,34286,34286,0,0,0,0
 convallis sodales dui,16283 North Independence Ln.,34287,34287,1,0,0,1
 facilisi accumsan consectetuer,94636 South Fort Dodge Blvd.,34288,34288,0,0,0,1
 ultricies porttitor facilisi,19634  Colombia Ln.,34289,34289,0,1,1,0
 suscipit varius fermentum,60672 East Evansville Ave.,34290,34290,1,0,1,0
 magna non porta,69685 South Portugal Ln.,34291,34291,1,0,0,0
 risus congue ante,33630 North Australia Way,34292,34292,1,0,1,1
 eget aliquet malesuada,23991 East Alhambra Ln.,34293,34293,0,1,0,1
 quam facilisis augue,31120 West Bermuda Ct.,34294,34294,1,0,0,0
 aliquet ornare ipsum,72447 South Romania St.,34295,34295,1,1,1,1
 laoreet hendrerit torquent,49734  Kettering Ave.,34296,34296,1,0,1,1
 porta consequat volutpat,91100  Comoros Ave.,34297,34297,1,1,0,0
 Morbi nostra ligula,39258 South Afghanistan Ct.,34298,34298,0,1,1,1
 venenatis condimentum netus,48513  Gettysburg St.,34299,34299,0,1,1,1
 id fringilla Sed,63242 East Glens Falls Ave.,34300,34300,0,1,0,0
 lacinia velit leo,22350 South Armenia Blvd.,34301,34301,0,0,1,0
 hendrerit sapien malesuada,86352 North Uruguay Ln.,34302,34302,0,0,0,1
 felis vehicula pede,87686 West Norfolk Ln.,34303,34303,1,1,0,1
 porttitor felis nec,87950 South Bahamas Way,34304,34304,0,1,1,0
 ullamcorper Mauris Phasellus,74607 West Hong Kong Ct.,34305,34305,0,0,0,1
 Nullam eu Duis,47269 West Martinique St.,34306,34306,0,0,0,1
 torquent eget in,59271 South Pawtucket Ct.,34307,34307,1,0,1,0
 Class venenatis orci,68464 West Albania Ct.,34308,34308,1,0,1,0
 cubilia lorem scelerisque,90928 East Botswana Ct.,34309,34309,0,0,1,0
 fames felis euismod,96288  Cook Islands Ln.,34310,34310,1,1,1,0
 orci lobortis molestie,70638 East China St.,34311,34311,1,1,1,0
 dignissim facilisis lobortis,52986 East Iran, Islamic Republic of Way,34312,34312,1,1,1,0
 Maecenas dui euismod,48844 South Brunei Darussalam Way,34313,34313,1,0,1,1
 molestie cursus massa,33974 West Bosnia and Herzegovina Ave.,34314,34314,0,0,0,1
 litora Vestibulum Curabitur,75811 North Slovenia Way,34315,34315,0,1,0,0
 nostra dis Lorem,7525 East Mozambique Ln.,34316,34316,1,1,0,0
 diam congue habitant,27377  Avalon Way,34317,34317,0,0,1,1
 blandit pretium rhoncus,14902  Guyana St.,34318,34318,1,1,0,1
 vel varius pharetra,46794 West Angola Blvd.,34319,34319,1,1,0,0
 lobortis Proin morbi,47753 East Cook Islands Ct.,34320,34320,0,0,1,1
 pellentesque eget lorem,99171 West Faroe Islands Blvd.,34321,34321,0,1,1,1
 velit sagittis torquent,42041 East Sierra Leone Ct.,34322,34322,1,0,1,0
 litora laoreet Pellentesque,57367 South Henderson Ct.,34323,34323,0,0,1,0
 magnis eleifend ac,82910 South Bangladesh St.,34324,34324,0,0,0,1
 lacinia facilisi mollis,54152 North Palau Blvd.,34325,34325,0,1,1,1
 Duis sem turpis,35958 South Dana Point Ave.,34326,34326,0,0,0,0
 adipiscing lacus varius,46473  Bosnia and Herzegovina Ave.,34327,34327,1,1,1,1
 montes sociosqu sem,34805 East Colombia Blvd.,34328,34328,0,1,1,1
 neque amet sollicitudin,68830 East Togo St.,34329,34329,1,1,0,0
 Ut turpis Vestibulum,26562 East Colombia Way,34330,34330,1,1,1,0
 nostra placerat volutpat,19938 South Norway Way,34331,34331,1,0,0,1
 et Lorem aliquam,85014 West Hutchinson Ln.,34332,34332,0,1,1,0
 ullamcorper congue vitae,78838 West Eugene Ct.,34333,34333,1,1,1,1
 placerat pharetra iaculis,5048  Antarctica St.,34334,34334,0,1,0,1
 eget nibh ad,33695 South Central African Republic St.,34335,34335,0,1,0,1
 tincidunt rhoncus morbi,98352  Fitchburg Ave.,34336,34336,0,1,0,0
 venenatis porttitor senectus,93811 West Tanzania, United Republic of Way,34337,34337,0,0,1,0
 cubilia velit dui,99152  Brazil Way,34338,34338,1,0,0,1
 nulla semper eros,24699 West Gilette Ave.,34339,34339,1,1,1,0
 primis venenatis sagittis,22222 West Togo Ct.,34340,34340,0,1,1,1
 Suspendisse scelerisque dui,56062 East Concord St.,34341,34341,0,1,0,1
 luctus Phasellus sollicitudin,887  Austria Way,34342,34342,1,1,1,1
 Quisque posuere quis,8086 South Burkina Faso Ln.,34343,34343,0,0,0,1
 ligula porttitor massa,35817 East Cranston Blvd.,34344,34344,0,0,0,1
 posuere Cras dui,88011 West Virgin Islands, U.S. Ave.,34345,34345,0,0,0,0
 libero tristique cubilia,96688 West Swaziland St.,34346,34346,0,0,1,1
 quam sociosqu ac,86141 West Lower Burrell Ct.,34347,34347,1,0,1,0
 lorem Aenean fermentum,86098 East Argentina Blvd.,34348,34348,1,1,0,0
 faucibus Curabitur dignissim,56859  Green River Ave.,34349,34349,0,0,1,0
 tortor hymenaeos laoreet,95099 South Armenia Blvd.,34350,34350,1,1,1,1
 euismod habitant Sed,20498 East Passaic Ave.,34351,34351,0,0,0,1
 metus nostra varius,23917 West Libyan Arab Jamahiriya Ln.,34352,34352,1,0,1,1
 vel congue a,48516 West Argentina Ln.,34353,34353,1,1,1,0
 lacus mi eu,3282 North Nepal Blvd.,34354,34354,1,0,0,1
 est ut neque,88397 East Albania St.,34355,34355,0,0,0,0
 natoque condimentum hendrerit,20111 East Anguilla Blvd.,34356,34356,0,0,0,1
 adipiscing conubia hendrerit,43266 South Equatorial Guinea Way,34357,34357,1,0,1,1
 dolor fermentum quis,82938 South Congo Blvd.,34358,34358,1,0,1,1
 In ligula fringilla,82074 West Puerto Rico St.,34359,34359,0,1,0,1
 Ut facilisi varius,91094 North Charleston Ct.,34360,34360,1,1,0,0
 odio morbi Nunc,87559 South Bermuda St.,34361,34361,1,0,0,0
 Pellentesque vestibulum sociis,18126 North Coatesville Ln.,34362,34362,1,1,0,0
 Cum Nunc Pellentesque,93695 South Bolivia Ct.,34363,34363,1,0,0,0
 montes in lobortis,64024 South United Arab Emirates Ln.,34364,34364,1,1,0,0
 nulla Suspendisse amet,67151 East Anguilla Way,34365,34365,0,1,0,1
 Quisque Suspendisse facilisis,46614 North Faroe Islands St.,34366,34366,0,1,0,0
 penatibus laoreet consectetuer,47763 North Canada Ln.,34367,34367,1,0,0,1
 Nulla feugiat dis,66811 North Austria Ln.,34368,34368,0,0,1,1
 laoreet ridiculus lorem,98562 South Calabasas Ln.,34369,34369,1,1,0,1
 eget consequat commodo,72223 East Dana Point Ct.,34370,34370,1,0,0,0
 dui Praesent feugiat,60140 West Antigua and Barbuda Ln.,34371,34371,0,0,0,0
 vulputate libero conubia,66734 North Chile St.,34372,34372,1,0,1,0
 luctus montes mollis,7718 South Concord Ct.,34373,34373,1,0,1,0
 enim mauris magna,25834 South Burlington St.,34374,34374,1,0,1,1
 consequat fames tempus,38685 North Bhutan Way,34375,34375,0,0,1,1
 litora sollicitudin hendrerit,28083 North Italy St.,34376,34376,1,1,0,0
 Morbi odio venenatis,63736 South Tajikistan St.,34377,34377,1,1,0,1
 volutpat sem montes,47327  Iran, Islamic Republic of Blvd.,34378,34378,1,1,1,0
 adipiscing molestie consequat,60197 West Hattiesburg Ave.,34379,34379,1,1,0,0
 Praesent mus vitae,8678 West Benin Ave.,34380,34380,1,1,0,0
 consectetuer gravida Etiam,77952 North Antarctica Ave.,34381,34381,0,1,0,1
 sed Curae cubilia,79036 South Colombia Blvd.,34382,34382,0,0,0,1
 quam dignissim sodales,2857 West Liberia Ln.,34383,34383,0,0,0,1
 sociosqu nonummy eget,24272 South Green River Blvd.,34384,34384,1,0,1,0
 pulvinar molestie Phasellus,45273 East Bouvet Island Way,34385,34385,0,1,1,0
 Vivamus Donec habitant,16523 East Chile Ct.,34386,34386,0,0,1,1
 tristique ipsum nec,47588 North Viet Nam Ct.,34387,34387,1,0,1,1
 fames torquent at,95881 North Canada Ave.,34388,34388,1,1,0,0
 pharetra dignissim Pellentesque,93112 North Azerbaijan St.,34389,34389,0,0,1,1
 sit et pellentesque,40964 East Austria Ave.,34390,34390,0,0,0,1
 ante Vestibulum ac,64830 West Greenland Blvd.,34391,34391,1,0,0,0
 mus posuere urna,56574  Tokelau Ln.,34392,34392,1,1,0,0
 massa purus augue,24625 North Gatlinburg Ln.,34393,34393,0,0,0,0
 nunc Proin Nam,93243 South Cambodia Ln.,34394,34394,0,1,0,0
 pede adipiscing magnis,2023 North Nauru Blvd.,34395,34395,0,1,0,1
 accumsan erat Suspendisse,54186 South Cayman Islands Blvd.,34396,34396,0,1,1,0
 Etiam libero ullamcorper,25021  Namibia St.,34397,34397,1,1,1,1
 Etiam imperdiet Curae,60041 South Aberdeen Ln.,34398,34398,0,0,0,1
 tempor Nam In,45550 South San Marino Ln.,34399,34399,1,1,0,0
 augue semper Quisque,91766 South Charleston Ave.,34400,34400,0,1,1,1
 primis ac Donec,34463 South Ghana Blvd.,34401,34401,0,0,0,1
 facilisi bibendum laoreet,48913 West Nepal Ave.,34402,34402,1,0,1,0
 id pede luctus,68080 North Eureka Ct.,34403,34403,0,1,1,1
 hymenaeos a Maecenas,92328 North Branson Ln.,34404,34404,0,0,0,1
 orci est lacinia,6718  Burkina Faso Ct.,34405,34405,0,1,1,0
 pede nostra Donec,30419 South Monaco Way,34406,34406,1,1,1,1
 Sed facilisi blandit,6292  Slovakia Blvd.,34407,34407,1,1,1,1
 hendrerit scelerisque eros,9548  Chile Ln.,34408,34408,0,0,1,1
 consequat neque nec,17790 South Afghanistan Way,34409,34409,0,1,1,0
 Maecenas nascetur scelerisque,40635 South Duncan St.,34410,34410,1,1,1,1
 lectus inceptos sit,76072 West Aruba Way,34411,34411,1,1,1,1
 pretium ligula hendrerit,11923 West Micronesia Ln.,34412,34412,0,0,1,1
 mauris semper Nulla,69397  Mozambique Ave.,34413,34413,0,0,0,1
 tristique Aliquam non,68496  Turks and Caicos Islands Ave.,34414,34414,1,1,1,1
 dui quis ullamcorper,86728 East Costa Rica Ln.,34415,34415,1,0,1,0
 pede Curabitur In,44677 East El Salvador Ln.,34416,34416,1,1,0,0
 mattis velit nonummy,65118 West Honolulu Ct.,34417,34417,0,0,1,0
 vulputate ligula Mauris,19953 South Costa Rica Ct.,34418,34418,0,0,0,1
 turpis augue dapibus,45050 West Gilette Ln.,34419,34419,1,0,0,1
 diam elit accumsan,5615 South Hayward Ln.,34420,34420,1,1,0,0
 inceptos venenatis gravida,59481 South Mauritania Way,34421,34421,0,0,0,1
 massa facilisis magna,67073 North Zambia St.,34422,34422,0,1,1,1
 Phasellus suscipit Nam,17960 West Somalia St.,34423,34423,1,1,0,1
 euismod tempus tempor,40000 North Namibia Ct.,34424,34424,0,1,0,1
 in Phasellus nisl,2649  Maldives Way,34425,34425,1,0,0,0
 Donec mi massa,48306 East Finland Ln.,34426,34426,0,1,1,0
 Nullam mollis Suspendisse,62095 South Tokelau Ln.,34427,34427,0,1,0,0
 sed nulla Curabitur,83038  Zambia Blvd.,34428,34428,1,0,0,0
 egestas blandit vulputate,90892  Romania Ave.,34429,34429,1,1,1,1
 fringilla nec aliquam,54756  Alamogordo St.,34430,34430,1,0,0,1
 ultricies rhoncus ridiculus,21483 West Colombia Ln.,34431,34431,1,1,1,1
 penatibus condimentum felis,3360 South Fajardo St.,34432,34432,1,0,0,0
 montes fringilla consequat,32652 North Kazakhstan Blvd.,34433,34433,1,1,0,1
 aptent fames et,32668 South Algeria Way,34434,34434,1,1,0,0
 ullamcorper eu elit,78040 East Brazil St.,34435,34435,0,1,0,1
 inceptos vulputate Duis,23328 West Cameroon Ct.,34436,34436,0,1,1,1
 gravida leo lectus,7260 South Peru Ave.,34437,34437,0,0,1,0
 egestas auctor parturient,36984 West Malaysia Ct.,34438,34438,0,0,0,0
 in sit gravida,59767 North Brownsville Ave.,34439,34439,0,1,0,0
 Curae laoreet quis,86826 West Brea Blvd.,34440,34440,0,1,0,1
 primis cubilia tristique,94672 West Saint Helena Blvd.,34441,34441,0,0,0,0
 venenatis eleifend torquent,4383  Chile Ln.,34442,34442,1,0,1,1
 dolor dui mi,66094  Cayman Islands St.,34443,34443,0,0,1,0
 vestibulum erat porttitor,89868 North Beverly Hills Ct.,34444,34444,1,1,1,1
 Suspendisse consequat libero,83772 West Australia St.,34445,34445,1,1,1,0
 sit euismod vulputate,86958 South Indianapolis Way,34446,34446,1,1,0,1
 Class venenatis tristique,19872 West Butler Way,34447,34447,1,1,1,1
 diam ligula placerat,2047 West Belize Ln.,34448,34448,0,1,0,1
 mauris nulla orci,48910 North France St.,34449,34449,0,1,0,0
 a auctor sodales,38268 South Ukraine Blvd.,34450,34450,0,1,1,0
 ridiculus nec arcu,90788 East Gloucester St.,34451,34451,0,0,1,1
 Morbi ad Vestibulum,8869 West Afghanistan Ct.,34452,34452,1,0,1,0
 ornare orci lectus,59125 West Barbados Ln.,34453,34453,1,0,0,1
 lectus aliquam felis,27184 North High Point Ln.,34454,34454,1,1,1,1
 lacinia amet bibendum,73941 West Germany Blvd.,34455,34455,0,0,1,1
 vestibulum dapibus bibendum,41570 South Dominican Republic Blvd.,34456,34456,1,1,1,1
 sodales taciti turpis,12447 South Anguilla Ln.,34457,34457,1,0,0,0
 tristique Praesent metus,62387 North Klamath Falls Way,34458,34458,0,1,0,1
 dignissim tempor Nunc,88803 East Davis Ln.,34459,34459,0,0,1,0
 Cum velit iaculis,58198  Cranston Blvd.,34460,34460,0,0,0,1
 primis id porttitor,51685 North Saudi Arabia Ct.,34461,34461,1,1,1,0
 ipsum malesuada penatibus,98675  Belarus St.,34462,34462,1,1,1,1
 luctus et libero,14963 West Costa Rica Blvd.,34463,34463,1,1,0,1
 interdum nostra pulvinar,71199 South McAlester Ln.,34464,34464,0,0,1,1
 nisi Curabitur Cum,75665 North Uruguay Blvd.,34465,34465,1,1,0,0
 libero nunc In,85270 West Covina Way,34466,34466,1,1,1,0
 magna Praesent non,82603 South Uruguay Blvd.,34467,34467,0,0,1,1
 sed dolor nunc,53171 West Serbia and Montenegro Way,34468,34468,0,1,0,1
 pretium hymenaeos adipiscing,6100 West La Palma Ct.,34469,34469,1,0,0,1
 nisl Lorem venenatis,56367 South Sweden Ct.,34470,34470,0,1,1,0
 Suspendisse arcu gravida,72972  Batavia Ct.,34471,34471,1,1,0,1
 quis fringilla conubia,35255 South Christmas Island St.,34472,34472,0,1,1,1
 facilisi primis Duis,3084 West Armenia Way,34473,34473,0,1,1,1
 Suspendisse taciti Fusce,103 North Turks and Caicos Islands St.,34474,34474,0,0,1,0
 Praesent facilisi fringilla,49490 West Lithuania St.,34475,34475,0,1,0,1
 eu blandit Fusce,7707 East Saint Kitts and Nevis Ct.,34476,34476,1,1,0,1
 Nam litora dolor,33816 North Monterey Park Ln.,34477,34477,1,1,0,0
 blandit laoreet venenatis,70807 South Nenana Ln.,34478,34478,0,1,1,0
 habitant Duis vel,43837 South Martinique Ct.,34479,34479,1,1,0,0
 a Curabitur semper,72542 West Elkhart Ct.,34480,34480,1,1,1,0
 vestibulum faucibus Suspendisse,28969  Batavia Way,34481,34481,0,1,0,1
 Cum rutrum Sed,17257 North Sweden St.,34482,34482,0,1,0,0
 enim mauris Aliquam,76007 East Lesotho Ct.,34483,34483,0,1,1,1
 Vestibulum congue Cras,84776 West Palau Ct.,34484,34484,1,1,0,0
 lectus rutrum auctor,23308 South Bremerton Ct.,34485,34485,1,1,0,1
 Vivamus dui posuere,14969  Lebanon Ct.,34486,34486,0,0,0,1
 ad interdum massa,951 East Belize Ave.,34487,34487,1,0,0,0
 cubilia tortor posuere,89550 South New Britain Ln.,34488,34488,1,1,1,1
 fames Fusce mi,75444 East Mauritius Ln.,34489,34489,1,1,0,1
 Nulla In justo,25942  Korea, Republic of Ct.,34490,34490,1,0,0,0
 sapien tempus euismod,43129 West Colombia St.,34491,34491,0,1,0,0
 Morbi turpis mollis,43792 East Afghanistan Ave.,34492,34492,1,1,0,0
 neque vel tincidunt,39839 West Hattiesburg St.,34493,34493,1,0,0,0
 In magna varius,62228  Columbia Ln.,34494,34494,1,1,1,1
 aliquet id ullamcorper,76208 South Namibia Ln.,34495,34495,1,1,1,0
 leo condimentum lorem,31433 North Orlando Ln.,34496,34496,1,0,0,1
 luctus sit consequat,837 West Chester Blvd.,34497,34497,1,0,1,1
 rhoncus Phasellus Nullam,65916 South Cheyenne Ct.,34498,34498,1,1,0,1
 metus ridiculus et,25183 North Bremerton Blvd.,34499,34499,0,0,1,0
 sit venenatis turpis,4824  Samoa Blvd.,34500,34500,0,1,1,0
 nostra risus volutpat,65275 North American Samoa Blvd.,34501,34501,1,0,0,0
 ipsum eleifend mi,79150  Duncan Ct.,34502,34502,1,1,1,1
 Pellentesque dolor tristique,91741 North Bolivia Ave.,34503,34503,1,1,1,1
 hendrerit condimentum ad,63371 West Lebanon Way,34504,34504,0,0,1,1
 ornare convallis Vestibulum,74523 South Central African Republic Ave.,34505,34505,1,1,1,1
 senectus quam sem,83374 East San Marino Ct.,34506,34506,1,1,1,1
 sagittis per orci,93934 North Cambodia Ct.,34507,34507,1,1,0,0
 eros gravida quam,4453  Latvia Ln.,34508,34508,1,0,1,0
 pellentesque mus Mauris,55349  Hattiesburg Ct.,34509,34509,1,0,0,1
 aliquam laoreet montes,44626 East Comoros Way,34510,34510,1,0,0,0
 faucibus aliquam sollicitudin,34805 North Brunei Darussalam Blvd.,34511,34511,1,0,1,0
 conubia tempus litora,61204 South Kyrgyzstan Ave.,34512,34512,1,0,0,1
 pretium ultricies venenatis,35644 West Compton Blvd.,34513,34513,1,1,1,0
 Duis vitae vel,77080 West Armenia St.,34514,34514,0,1,0,0
 Class molestie sed,57428 West Bahamas Ct.,34515,34515,1,1,0,0
 viverra Cum luctus,25407 North Nigeria St.,34516,34516,1,1,1,0
 pretium mi malesuada,69180 North Monterey Park Ave.,34517,34517,0,0,1,1
 interdum velit ridiculus,94784 South Suriname Ln.,34518,34518,1,0,1,1
 neque Lorem tincidunt,97473 East Dominican Republic St.,34519,34519,0,0,0,0
 quis leo Mauris,42969 East Brunei Darussalam Ln.,34520,34520,1,1,0,1
 egestas torquent pulvinar,35486 East United States Minor Outlying Islands Way,34521,34521,0,1,1,0
 Pellentesque mollis netus,37017 East Bouvet Island Blvd.,34522,34522,0,1,1,0
 In porta pulvinar,78515 South New Caledonia Blvd.,34523,34523,0,1,0,1
 rutrum Donec egestas,96479  Bell Ct.,34524,34524,0,1,1,1
 Etiam Duis lobortis,80721 North Newburgh St.,34525,34525,1,0,1,0
